JS_ID,Com_ID,WE_Role,Proficiency,Domain
94536,41181,Digital Content Creator,Project Management,Business
94536,41181,Digital Content Creator,Programming,Computer Science
13513,13567,Social Media Manager,Graphic Design,Design
13513,13567,Social Media Manager,Data Analysis,Statistics
13513,13567,Social Media Manager,Web Development,Computer Science
13513,13567,Social Media Manager,Digital Marketing,Business
13513,13567,Social Media Manager,Public Speaking,Communication
20680,15223,Social Media Coordinator,Problem Solving,Mathematics
20680,15223,Social Media Coordinator,Creative Writing,Literature
20680,15223,Social Media Coordinator,Programming,Computer Science
20680,79801,Financial Analyst,Data Analysis,Statistics
20680,79801,Financial Analyst,Problem Solving,Mathematics
20680,79801,Financial Analyst,Graphic Design,Design
20680,79801,Financial Analyst,Marketing,Business
20680,64735,Customer Experience Manager,Problem Solving,Mathematics
20680,64735,Customer Experience Manager,Digital Marketing,Business
20680,64735,Customer Experience Manager,Project Management,Business
20680,1539,HR Generalist,Data Analysis,Statistics
20680,1539,HR Generalist,Project Management,Business
20680,1539,HR Generalist,Web Development,Computer Science
20680,22899,IT Manager,Project Management,Business
20680,22899,IT Manager,Creative Writing,Literature
20680,22899,IT Manager,Web Development,Computer Science
95243,9916,Legal Secretary,Marketing,Business
95243,9916,Legal Secretary,Programming,Computer Science
95243,98956,Digital Marketing Coordinator,Graphic Design,Design
95243,98956,Digital Marketing Coordinator,Creative Writing,Literature
95243,76875,Marketing Analyst,Data Analysis,Statistics
95243,76875,Marketing Analyst,Project Management,Business
95243,76875,Marketing Analyst,Creative Writing,Literature
95243,76875,Marketing Analyst,Programming,Computer Science
95243,76334,Business Development Manager,Data Analysis,Statistics
95243,76334,Business Development Manager,Project Management,Business
95243,76334,Business Development Manager,Creative Writing,Literature
95243,63656,Registered Nurse,Problem Solving,Mathematics
95243,63656,Registered Nurse,Graphic Design,Design
95243,63656,Registered Nurse,Creative Writing,Literature
95243,63656,Registered Nurse,Programming,Computer Science
87361,5216,Event Coordinator,Digital Marketing,Business
87361,5216,Event Coordinator,Creative Writing,Literature
87361,5216,Event Coordinator,Web Development,Computer Science
87361,28057,IT Security Analyst,Data Analysis,Statistics
87361,28057,IT Security Analyst,Project Management,Business
87361,28057,IT Security Analyst,Web Development,Computer Science
87361,28057,IT Security Analyst,Digital Marketing,Business
87361,28057,IT Security Analyst,Programming,Computer Science
73612,34338,Legal Counsel,Data Analysis,Statistics
73612,34338,Legal Counsel,Graphic Design,Design
73612,59276,Database Administrator,Digital Marketing,Business
73612,59276,Database Administrator,Web Development,Computer Science
73612,99593,IT Security Specialist,Graphic Design,Design
73612,99593,IT Security Specialist,Project Management,Business
73612,99593,IT Security Specialist,Web Development,Computer Science
73612,99593,IT Security Specialist,Public Speaking,Communication
73612,99593,IT Security Specialist,Programming,Computer Science
69260,5692,Marketing Coordinator,Graphic Design,Design
69260,5692,Marketing Coordinator,Data Analysis,Statistics
69260,5692,Marketing Coordinator,Marketing,Business
69260,5692,Marketing Coordinator,Project Management,Business
69260,5692,Marketing Coordinator,Web Development,Computer Science
69260,81311,Healthcare Administrator,Data Analysis,Statistics
69260,81311,Healthcare Administrator,Digital Marketing,Business
69260,81311,Healthcare Administrator,Marketing,Business
69260,81311,Healthcare Administrator,Web Development,Computer Science
51704,99593,Financial Manager,Project Management,Business
51704,59022,HR Recruiter,Digital Marketing,Business
51704,59022,HR Recruiter,Marketing,Business
51704,59022,HR Recruiter,Creative Writing,Literature
51704,17808,Copywriter,Digital Marketing,Business
51704,17808,Copywriter,Project Management,Business
51704,17808,Copywriter,Creative Writing,Literature
5575,48079,Graphic Designer,Problem Solving,Mathematics
5575,71698,IT Manager,Digital Marketing,Business
5575,71698,IT Manager,Creative Writing,Literature
5575,97295,Lawyer,Data Analysis,Statistics
5575,97295,Lawyer,Project Management,Business
5575,97295,Lawyer,Programming,Computer Science
5575,44013,Electrical Engineer,Digital Marketing,Business
5575,44013,Electrical Engineer,Public Speaking,Communication
5575,44013,Electrical Engineer,Web Development,Computer Science
5575,14363,Architect,Data Analysis,Statistics
5575,14363,Architect,Digital Marketing,Business
5575,14363,Architect,Project Management,Business
5575,14363,Architect,Public Speaking,Communication
47548,62823,Sales Representative,Graphic Design,Design
47548,23985,Physical Therapist,Digital Marketing,Business
47548,23985,Physical Therapist,Project Management,Business
47548,23985,Physical Therapist,Creative Writing,Literature
77533,70704,Multimedia Artist,Web Development,Computer Science
77533,70704,Multimedia Artist,Marketing,Business
77533,70704,Multimedia Artist,Programming,Computer Science
82150,50605,User Interface Designer,Digital Marketing,Business
82150,50605,User Interface Designer,Web Development,Computer Science
82150,51230,Lawyer,Digital Marketing,Business
82150,51230,Lawyer,Marketing,Business
82150,31349,Accountant,Problem Solving,Mathematics
82150,31349,Accountant,Digital Marketing,Business
30049,50925,Medical Billing Specialist,Data Analysis,Statistics
30049,50925,Medical Billing Specialist,Problem Solving,Mathematics
30049,50925,Medical Billing Specialist,Programming,Computer Science
30049,89079,Business Consultant,Problem Solving,Mathematics
30049,89079,Business Consultant,Digital Marketing,Business
30049,89079,Business Consultant,Web Development,Computer Science
30049,52093,Event Coordinator,Problem Solving,Mathematics
30049,52093,Event Coordinator,Web Development,Computer Science
30049,52093,Event Coordinator,Digital Marketing,Business
30049,52093,Event Coordinator,Public Speaking,Communication
30049,52093,Event Coordinator,Programming,Computer Science
30049,34338,Social Media Manager,Data Analysis,Statistics
30049,34338,Social Media Manager,Project Management,Business
30049,34338,Social Media Manager,Public Speaking,Communication
30049,34338,Social Media Manager,Web Development,Computer Science
30049,98956,Regulatory Affairs Specialist,Data Analysis,Statistics
30049,98956,Regulatory Affairs Specialist,Problem Solving,Mathematics
30049,98956,Regulatory Affairs Specialist,Digital Marketing,Business
30049,98956,Regulatory Affairs Specialist,Creative Writing,Literature
80749,64735,Dental Hygienist,Problem Solving,Mathematics
80749,64735,Dental Hygienist,Digital Marketing,Business
80749,64735,Dental Hygienist,Public Speaking,Communication
80749,64735,Dental Hygienist,Programming,Computer Science
80749,46441,Sales Manager,Graphic Design,Design
98010,98956,Legal Secretary,Marketing,Business
98010,98956,Legal Secretary,Project Management,Business
98010,98956,Legal Secretary,Public Speaking,Communication
98010,98956,Legal Secretary,Programming,Computer Science
98010,47993,Business Development Coordinator,Data Analysis,Statistics
98010,47993,Business Development Coordinator,Digital Marketing,Business
98010,47993,Business Development Coordinator,Marketing,Business
98010,47993,Business Development Coordinator,Public Speaking,Communication
98010,12977,Data Analyst,Data Analysis,Statistics
98010,12977,Data Analyst,Problem Solving,Mathematics
98010,5834,Digital Marketing Manager,Graphic Design,Design
98010,5834,Digital Marketing Manager,Project Management,Business
98010,5834,Digital Marketing Manager,Creative Writing,Literature
91232,22899,Business Analyst,Problem Solving,Mathematics
91232,22899,Business Analyst,Marketing,Business
91232,22899,Business Analyst,Project Management,Business
91232,88190,HR Director,Data Analysis,Statistics
91232,88190,HR Director,Problem Solving,Mathematics
91232,88190,HR Director,Marketing,Business
91232,88190,HR Director,Public Speaking,Communication
4696,56412,Pharmacist,Data Analysis,Statistics
4696,56412,Pharmacist,Marketing,Business
4696,56412,Pharmacist,Programming,Computer Science
14448,5413,Environmental Engineer,Data Analysis,Statistics
14448,5413,Environmental Engineer,Project Management,Business
14448,5413,Environmental Engineer,Programming,Computer Science
14448,48431,Social Media Coordinator,Public Speaking,Communication
76947,1695,Insurance Claims Adjuster,Data Analysis,Statistics
76947,1695,Insurance Claims Adjuster,Digital Marketing,Business
76947,70548,Nurse Practitioner,Data Analysis,Statistics
76947,70548,Nurse Practitioner,Graphic Design,Design
76947,98956,Business Development Manager,Marketing,Business
76947,98956,Business Development Manager,Creative Writing,Literature
76947,98956,Business Development Manager,Web Development,Computer Science
76947,98956,Business Development Manager,Public Speaking,Communication
76947,98956,Business Development Manager,Programming,Computer Science
21337,41932,Financial Analyst,Graphic Design,Design
21337,41932,Financial Analyst,Digital Marketing,Business
21337,41932,Financial Analyst,Public Speaking,Communication
21337,41932,Financial Analyst,Programming,Computer Science
21337,59770,Mechanical Engineer,Data Analysis,Statistics
21337,59770,Mechanical Engineer,Marketing,Business
21337,59770,Mechanical Engineer,Public Speaking,Communication
21337,59770,Mechanical Engineer,Creative Writing,Literature
63050,94106,Financial Analyst,Data Analysis,Statistics
63050,94106,Financial Analyst,Project Management,Business
63050,94106,Financial Analyst,Public Speaking,Communication
63050,91301,Physical Therapist,Project Management,Business
63050,91301,Physical Therapist,Public Speaking,Communication
30501,55853,Network Administrator,Project Management,Business
30501,55853,Network Administrator,Programming,Computer Science
30501,97295,Data Analyst,Public Speaking,Communication
30501,276,Business Development Coordinator,Web Development,Computer Science
30501,9750,Financial Analyst,Digital Marketing,Business
30501,34338,Biomedical Engineer,Web Development,Computer Science
97681,93585,Dental Hygienist,Data Analysis,Statistics
97681,93585,Dental Hygienist,Project Management,Business
97681,93585,Dental Hygienist,Public Speaking,Communication
97681,82267,Market Research Manager,Project Management,Business
97681,82267,Market Research Manager,Programming,Computer Science
97681,31445,Regulatory Affairs Specialist,Data Analysis,Statistics
97681,31445,Regulatory Affairs Specialist,Creative Writing,Literature
56409,62746,Software Developer,Data Analysis,Statistics
56409,62746,Software Developer,Digital Marketing,Business
56409,62746,Software Developer,Web Development,Computer Science
90739,96774,Purchasing Manager,Data Analysis,Statistics
90739,96774,Purchasing Manager,Marketing,Business
90739,96774,Purchasing Manager,Creative Writing,Literature
90739,96774,Purchasing Manager,Project Management,Business
90739,96774,Purchasing Manager,Web Development,Computer Science
90739,56188,Marketing Assistant,Problem Solving,Mathematics
90739,56188,Marketing Assistant,Programming,Computer Science
90739,27355,Product Manager,Marketing,Business
90739,27355,Product Manager,Project Management,Business
90739,27355,Product Manager,Programming,Computer Science
49225,56550,Production Supervisor,Public Speaking,Communication
49225,22020,Data Analyst,Public Speaking,Communication
49225,62823,Legal Secretary,Problem Solving,Mathematics
49225,62823,Legal Secretary,Digital Marketing,Business
49225,62823,Legal Secretary,Public Speaking,Communication
49225,62823,Legal Secretary,Web Development,Computer Science
49225,19248,Compliance Officer,Data Analysis,Statistics
49225,19248,Compliance Officer,Problem Solving,Mathematics
49225,19248,Compliance Officer,Marketing,Business
49225,19248,Compliance Officer,Programming,Computer Science
49225,59276,Operations Manager,Marketing,Business
49225,59276,Operations Manager,Project Management,Business
49225,59276,Operations Manager,Creative Writing,Literature
49225,59276,Operations Manager,Programming,Computer Science
42758,93307,Inventory Manager,Problem Solving,Mathematics
42758,93307,Inventory Manager,Digital Marketing,Business
42758,93307,Inventory Manager,Web Development,Computer Science
42758,10776,Financial Analyst,Programming,Computer Science
42758,53725,Sales Support Specialist,Problem Solving,Mathematics
42758,53725,Sales Support Specialist,Project Management,Business
42758,53725,Sales Support Specialist,Programming,Computer Science
25763,70400,Recruiting Coordinator,Digital Marketing,Business
25763,70400,Recruiting Coordinator,Marketing,Business
25763,70400,Recruiting Coordinator,Creative Writing,Literature
25763,70400,Recruiting Coordinator,Web Development,Computer Science
25763,15223,Data Entry Specialist,Graphic Design,Design
25763,15223,Data Entry Specialist,Public Speaking,Communication
25763,15223,Data Entry Specialist,Programming,Computer Science
25763,88190,IT Support Specialist,Problem Solving,Mathematics
25763,88190,IT Support Specialist,Web Development,Computer Science
25763,15223,Pharmacist,Problem Solving,Mathematics
25763,15223,Pharmacist,Digital Marketing,Business
25763,15223,Pharmacist,Marketing,Business
48278,50900,Recruitment Specialist,Data Analysis,Statistics
48278,50900,Recruitment Specialist,Programming,Computer Science
48278,94529,Dental Assistant,Data Analysis,Statistics
48278,94529,Dental Assistant,Digital Marketing,Business
48278,94529,Dental Assistant,Marketing,Business
48278,30099,Data Entry Clerk,Graphic Design,Design
48278,71362,Content Manager,Problem Solving,Mathematics
48278,71362,Content Manager,Public Speaking,Communication
48278,71362,Content Manager,Programming,Computer Science
11288,70427,Purchasing Manager,Public Speaking,Communication
11288,70427,Purchasing Manager,Programming,Computer Science
11288,22899,Financial Analyst,Web Development,Computer Science
72406,5216,UI/UX Developer,Data Analysis,Statistics
72406,5216,UI/UX Developer,Problem Solving,Mathematics
72406,5216,UI/UX Developer,Programming,Computer Science
93864,89657,Software Engineer,Marketing,Business
93864,43932,Technical Support Specialist,Marketing,Business
93864,56412,Sales Support Specialist,Data Analysis,Statistics
93864,67746,Customer Success Manager,Problem Solving,Mathematics
93864,67746,Customer Success Manager,Digital Marketing,Business
93864,67746,Customer Success Manager,Public Speaking,Communication
93864,67746,Customer Success Manager,Programming,Computer Science
93864,213,Physical Therapy Assistant,Digital Marketing,Business
93864,213,Physical Therapy Assistant,Programming,Computer Science
76588,70864,Account Coordinator,Digital Marketing,Business
76588,70864,Account Coordinator,Public Speaking,Communication
76588,70864,Account Coordinator,Creative Writing,Literature
76588,70864,Account Coordinator,Programming,Computer Science
30899,97925,Operations Supervisor,Digital Marketing,Business
30899,78538,Sales Manager,Project Management,Business
30899,78538,Sales Manager,Creative Writing,Literature
30899,78538,Sales Manager,Programming,Computer Science
30899,80507,Financial Analyst,Problem Solving,Mathematics
30899,80507,Financial Analyst,Graphic Design,Design
30899,80507,Financial Analyst,Web Development,Computer Science
93409,71737,Legal Counsel,Public Speaking,Communication
95209,27355,Recruitment Specialist,Data Analysis,Statistics
95209,27355,Recruitment Specialist,Creative Writing,Literature
95209,27355,Recruitment Specialist,Web Development,Computer Science
95209,88190,HR Director,Data Analysis,Statistics
95209,88190,HR Director,Digital Marketing,Business
95209,88190,HR Director,Marketing,Business
95209,88190,HR Director,Public Speaking,Communication
95209,42897,Medical Laboratory Technician,Graphic Design,Design
95209,42897,Medical Laboratory Technician,Creative Writing,Literature
95209,42897,Medical Laboratory Technician,Project Management,Business
95209,42897,Medical Laboratory Technician,Web Development,Computer Science
95209,42897,Medical Laboratory Technician,Public Speaking,Communication
78804,34187,Legal Assistant,Data Analysis,Statistics
78804,34187,Legal Assistant,Marketing,Business
78804,34187,Legal Assistant,Public Speaking,Communication
78804,44013,Social Media Manager,Problem Solving,Mathematics
78804,44013,Social Media Manager,Graphic Design,Design
78804,44013,Social Media Manager,Marketing,Business
78804,44013,Social Media Manager,Public Speaking,Communication
78804,35155,Legal Secretary,Web Development,Computer Science
30053,49186,Brand Manager,Problem Solving,Mathematics
30053,79801,Operations Manager,Problem Solving,Mathematics
30053,79801,Operations Manager,Project Management,Business
30053,79801,Operations Manager,Web Development,Computer Science
81433,22899,Research Scientist,Graphic Design,Design
81433,22899,Research Scientist,Creative Writing,Literature
81433,22899,Research Scientist,Problem Solving,Mathematics
81433,22899,Research Scientist,Project Management,Business
81433,22899,Research Scientist,Public Speaking,Communication
81433,82461,Network Administrator,Data Analysis,Statistics
81433,82461,Network Administrator,Marketing,Business
81433,82461,Network Administrator,Web Development,Computer Science
81433,93307,Pharmacist,Problem Solving,Mathematics
81433,93307,Pharmacist,Project Management,Business
81433,93307,Pharmacist,Web Development,Computer Science
9853,48407,Event Planner,Data Analysis,Statistics
9853,48407,Event Planner,Marketing,Business
9853,48407,Event Planner,Public Speaking,Communication
9853,19052,Operations Coordinator,Data Analysis,Statistics
9853,19052,Operations Coordinator,Creative Writing,Literature
9853,19052,Operations Coordinator,Web Development,Computer Science
9853,19052,Operations Coordinator,Digital Marketing,Business
9853,19052,Operations Coordinator,Public Speaking,Communication
28530,1695,Pharmacist,Programming,Computer Science
28530,1695,Pharmacist,Creative Writing,Literature
28530,1695,Pharmacist,Web Development,Computer Science
65493,5692,Nurse Manager,Digital Marketing,Business
65493,5692,Nurse Manager,Graphic Design,Design
65493,5692,Nurse Manager,Creative Writing,Literature
65493,5692,Nurse Manager,Web Development,Computer Science
65493,6045,Customer Success Manager,Data Analysis,Statistics
65493,15223,Purchasing Manager,Marketing,Business
65493,15223,Purchasing Manager,Project Management,Business
65493,15223,Purchasing Manager,Creative Writing,Literature
65493,43999,Lawyer,Data Analysis,Statistics
65493,43999,Lawyer,Marketing,Business
65493,40315,Dental Hygienist,Data Analysis,Statistics
65493,40315,Dental Hygienist,Public Speaking,Communication
977,89657,Quality Control Inspector,Problem Solving,Mathematics
977,89657,Quality Control Inspector,Public Speaking,Communication
977,42943,Quality Assurance Engineer,Marketing,Business
977,42943,Quality Assurance Engineer,Web Development,Computer Science
977,79254,Accountant,Marketing,Business
977,79254,Accountant,Creative Writing,Literature
977,79254,Accountant,Programming,Computer Science
977,35142,Public Relations Coordinator,Data Analysis,Statistics
977,35142,Public Relations Coordinator,Digital Marketing,Business
977,35142,Public Relations Coordinator,Web Development,Computer Science
977,35142,Public Relations Coordinator,Programming,Computer Science
977,19052,Administrative Assistant,Data Analysis,Statistics
17911,56949,Lawyer,Graphic Design,Design
17911,56949,Lawyer,Creative Writing,Literature
17911,56949,Lawyer,Problem Solving,Mathematics
17911,56949,Lawyer,Web Development,Computer Science
17911,56949,Lawyer,Digital Marketing,Business
17911,9259,Technical Support Specialist,Data Analysis,Statistics
17911,9259,Technical Support Specialist,Marketing,Business
17911,9259,Technical Support Specialist,Project Management,Business
17911,9259,Technical Support Specialist,Digital Marketing,Business
17911,9259,Technical Support Specialist,Public Speaking,Communication
17911,13567,Marketing Coordinator,Data Analysis,Statistics
17911,13567,Marketing Coordinator,Web Development,Computer Science
17911,13567,Marketing Coordinator,Programming,Computer Science
60007,50379,IT Project Manager,Graphic Design,Design
60007,50379,IT Project Manager,Problem Solving,Mathematics
60007,50379,IT Project Manager,Project Management,Business
60007,50379,IT Project Manager,Web Development,Computer Science
60007,50379,IT Project Manager,Public Speaking,Communication
60007,3758,IT Analyst,Problem Solving,Mathematics
60007,3758,IT Analyst,Public Speaking,Communication
60007,39087,Occupational Therapist Assistant,Public Speaking,Communication
19913,4713,Occupational Therapist,Data Analysis,Statistics
19913,4713,Occupational Therapist,Graphic Design,Design
19913,5834,Public Relations Manager,Creative Writing,Literature
19913,72160,Digital Content Creator,Web Development,Computer Science
19913,8321,Marketing Specialist,Graphic Design,Design
19913,8321,Marketing Specialist,Project Management,Business
19913,8321,Marketing Specialist,Creative Writing,Literature
19913,8321,Marketing Specialist,Web Development,Computer Science
8542,52528,Healthcare Administrator,Data Analysis,Statistics
8542,52528,Healthcare Administrator,Graphic Design,Design
8542,52528,Healthcare Administrator,Marketing,Business
16673,10610,Network Technician,Digital Marketing,Business
16673,10610,Network Technician,Marketing,Business
16673,49858,Public Relations Coordinator,Data Analysis,Statistics
16673,49858,Public Relations Coordinator,Creative Writing,Literature
16673,9361,Occupational Therapist,Digital Marketing,Business
16673,9361,Occupational Therapist,Programming,Computer Science
16673,47993,Human Resources Manager,Project Management,Business
16673,47993,Human Resources Manager,Public Speaking,Communication
16673,47993,Human Resources Manager,Creative Writing,Literature
16673,19248,Business Development Coordinator,Data Analysis,Statistics
16673,19248,Business Development Coordinator,Graphic Design,Design
16673,19248,Business Development Coordinator,Creative Writing,Literature
83892,14622,Marketing Coordinator,Data Analysis,Statistics
83892,14622,Marketing Coordinator,Digital Marketing,Business
83892,14622,Marketing Coordinator,Project Management,Business
83892,14622,Marketing Coordinator,Public Speaking,Communication
83892,30099,HR Manager,Graphic Design,Design
83892,30099,HR Manager,Project Management,Business
83892,30099,HR Manager,Public Speaking,Communication
83892,30099,HR Manager,Creative Writing,Literature
83892,12977,Business Consultant,Data Analysis,Statistics
83892,12977,Business Consultant,Problem Solving,Mathematics
83892,12977,Business Consultant,Marketing,Business
83892,87831,Marketing Analyst,Graphic Design,Design
83892,87831,Marketing Analyst,Digital Marketing,Business
83892,87831,Marketing Analyst,Creative Writing,Literature
92207,41932,Customer Service Representative,Programming,Computer Science
92207,5413,Digital Marketing Specialist,Graphic Design,Design
92207,5413,Digital Marketing Specialist,Marketing,Business
92207,5413,Digital Marketing Specialist,Problem Solving,Mathematics
92207,5413,Digital Marketing Specialist,Digital Marketing,Business
92207,5413,Digital Marketing Specialist,Programming,Computer Science
92207,8539,Corporate Trainer,Problem Solving,Mathematics
92207,8539,Corporate Trainer,Project Management,Business
92207,8539,Corporate Trainer,Creative Writing,Literature
92207,79801,Public Accountant,Data Analysis,Statistics
92207,79801,Public Accountant,Graphic Design,Design
92207,79801,Public Accountant,Project Management,Business
92207,79801,Public Accountant,Web Development,Computer Science
92207,23985,Administrative Assistant,Data Analysis,Statistics
92207,23985,Administrative Assistant,Digital Marketing,Business
92207,23985,Administrative Assistant,Project Management,Business
92207,23985,Administrative Assistant,Public Speaking,Communication
94901,51230,HR Generalist,Data Analysis,Statistics
94901,51230,HR Generalist,Problem Solving,Mathematics
94901,51230,HR Generalist,Creative Writing,Literature
94901,51230,HR Generalist,Programming,Computer Science
94901,15223,Systems Administrator,Project Management,Business
94901,15223,Systems Administrator,Public Speaking,Communication
94901,15223,Systems Administrator,Programming,Computer Science
94901,41181,Lawyer,Marketing,Business
94901,41181,Lawyer,Project Management,Business
94901,42943,User Interface Designer,Data Analysis,Statistics
94901,42943,User Interface Designer,Problem Solving,Mathematics
94901,42943,User Interface Designer,Programming,Computer Science
26942,37359,Cybersecurity Engineer,Problem Solving,Mathematics
26942,37359,Cybersecurity Engineer,Digital Marketing,Business
82403,91013,HR Manager,Data Analysis,Statistics
82403,91013,HR Manager,Marketing,Business
82403,91013,HR Manager,Creative Writing,Literature
82403,52093,Business Analyst,Project Management,Business
82403,52093,Business Analyst,Public Speaking,Communication
82403,48079,IT Auditor,Data Analysis,Statistics
82403,48079,IT Auditor,Creative Writing,Literature
63446,42897,Medical Billing Specialist,Graphic Design,Design
63446,42897,Medical Billing Specialist,Marketing,Business
63446,17694,Content Writer,Digital Marketing,Business
63446,23985,Administrative Assistant,Programming,Computer Science
63446,31349,Biomedical Engineer,Problem Solving,Mathematics
63446,31349,Biomedical Engineer,Digital Marketing,Business
63446,31349,Biomedical Engineer,Creative Writing,Literature
63446,56550,Occupational Therapist,Graphic Design,Design
63446,56550,Occupational Therapist,Marketing,Business
63446,56550,Occupational Therapist,Project Management,Business
63446,56550,Occupational Therapist,Programming,Computer Science
60928,13567,Dental Assistant,Problem Solving,Mathematics
60928,5991,HR Generalist,Creative Writing,Literature
60928,5991,HR Generalist,Programming,Computer Science
60928,2449,Sales Manager,Graphic Design,Design
60928,2449,Sales Manager,Marketing,Business
49785,16706,Public Relations Coordinator,Project Management,Business
49785,21063,Product Manager,Project Management,Business
49785,21063,Product Manager,Public Speaking,Communication
49785,21063,Product Manager,Web Development,Computer Science
12220,72160,Architect,Web Development,Computer Science
12220,119,IT Auditor,Problem Solving,Mathematics
12220,119,IT Auditor,Digital Marketing,Business
12220,119,IT Auditor,Project Management,Business
12220,119,IT Auditor,Public Speaking,Communication
12220,44556,IT Manager,Marketing,Business
12220,44556,IT Manager,Web Development,Computer Science
37301,5834,Medical Records Clerk,Graphic Design,Design
37301,5834,Medical Records Clerk,Data Analysis,Statistics
37301,5834,Medical Records Clerk,Creative Writing,Literature
37301,5834,Medical Records Clerk,Problem Solving,Mathematics
37301,5834,Medical Records Clerk,Project Management,Business
37301,56867,IT Auditor,Data Analysis,Statistics
37301,56867,IT Auditor,Marketing,Business
42104,30000,Business Consultant,Data Analysis,Statistics
42104,30000,Business Consultant,Graphic Design,Design
42104,30000,Business Consultant,Marketing,Business
42104,30000,Business Consultant,Programming,Computer Science
42104,41181,Interior Decorator,Marketing,Business
42104,41181,Interior Decorator,Web Development,Computer Science
42104,88498,Nurse Manager,Graphic Design,Design
42104,88498,Nurse Manager,Creative Writing,Literature
42104,88498,Nurse Manager,Project Management,Business
42104,88498,Nurse Manager,Web Development,Computer Science
42104,88498,Nurse Manager,Digital Marketing,Business
1205,23873,Graphic Artist,Data Analysis,Statistics
1205,23873,Graphic Artist,Marketing,Business
1205,23873,Graphic Artist,Project Management,Business
1205,23873,Graphic Artist,Public Speaking,Communication
1205,23873,Graphic Artist,Programming,Computer Science
1205,70386,Public Relations Manager,Problem Solving,Mathematics
1205,70386,Public Relations Manager,Marketing,Business
1205,70386,Public Relations Manager,Project Management,Business
1205,70386,Public Relations Manager,Public Speaking,Communication
1205,39087,Medical Office Manager,Data Analysis,Statistics
1205,39087,Medical Office Manager,Marketing,Business
1205,91301,Financial Analyst,Data Analysis,Statistics
1205,91301,Financial Analyst,Project Management,Business
1205,91301,Financial Analyst,Public Speaking,Communication
1205,91301,Financial Analyst,Programming,Computer Science
1205,34502,Graphic Designer,Digital Marketing,Business
1205,34502,Graphic Designer,Public Speaking,Communication
1550,9361,Data Scientist,Graphic Design,Design
1550,9361,Data Scientist,Public Speaking,Communication
1550,9361,Data Scientist,Programming,Computer Science
1550,67746,Technical Support Specialist,Programming,Computer Science
1550,67746,Technical Support Specialist,Creative Writing,Literature
1550,67746,Technical Support Specialist,Web Development,Computer Science
1550,16706,Supply Chain Specialist,Problem Solving,Mathematics
1550,16706,Supply Chain Specialist,Graphic Design,Design
1550,16706,Supply Chain Specialist,Marketing,Business
1550,16706,Supply Chain Specialist,Programming,Computer Science
7734,76515,Mechanical Engineer,Programming,Computer Science
7734,48431,Medical Technologist,Creative Writing,Literature
7734,48431,Medical Technologist,Programming,Computer Science
7734,99593,Pharmacist,Graphic Design,Design
7734,94380,Market Research Analyst,Public Speaking,Communication
7734,42509,IT Security Specialist,Digital Marketing,Business
7734,42509,IT Security Specialist,Graphic Design,Design
7734,42509,IT Security Specialist,Public Speaking,Communication
7734,42509,IT Security Specialist,Creative Writing,Literature
85351,23985,Financial Analyst,Data Analysis,Statistics
85351,23985,Financial Analyst,Problem Solving,Mathematics
85351,23985,Financial Analyst,Graphic Design,Design
85351,44013,Network Administrator,Problem Solving,Mathematics
85351,44013,Network Administrator,Web Development,Computer Science
85351,44013,Network Administrator,Programming,Computer Science
85351,83911,Sales Associate,Data Analysis,Statistics
85351,83911,Sales Associate,Graphic Design,Design
85351,83911,Sales Associate,Project Management,Business
85351,83911,Sales Associate,Public Speaking,Communication
85351,45130,IT Administrator,Public Speaking,Communication
85351,22899,Copywriter,Graphic Design,Design
85351,22899,Copywriter,Marketing,Business
85351,22899,Copywriter,Creative Writing,Literature
85351,22899,Copywriter,Web Development,Computer Science
85351,22899,Copywriter,Programming,Computer Science
79321,93585,Sales Support Specialist,Data Analysis,Statistics
79321,93585,Sales Support Specialist,Graphic Design,Design
79321,93585,Sales Support Specialist,Digital Marketing,Business
79321,93585,Sales Support Specialist,Web Development,Computer Science
79321,46441,Research Assistant,Graphic Design,Design
79321,46441,Research Assistant,Data Analysis,Statistics
79321,46441,Research Assistant,Web Development,Computer Science
79321,46441,Research Assistant,Public Speaking,Communication
79321,46441,Research Assistant,Programming,Computer Science
79321,17808,Market Research Analyst,Graphic Design,Design
79321,17808,Market Research Analyst,Data Analysis,Statistics
79321,17808,Market Research Analyst,Project Management,Business
79321,17808,Market Research Analyst,Web Development,Computer Science
79321,17808,Market Research Analyst,Programming,Computer Science
79321,99593,Interior Decorator,Digital Marketing,Business
60227,49858,Customer Support Specialist,Graphic Design,Design
60227,49858,Customer Support Specialist,Marketing,Business
60227,49858,Customer Support Specialist,Project Management,Business
60227,49858,Customer Support Specialist,Creative Writing,Literature
53690,14547,HR Specialist,Problem Solving,Mathematics
53690,14547,HR Specialist,Public Speaking,Communication
53690,14547,HR Specialist,Creative Writing,Literature
4711,35142,SEO Specialist,Programming,Computer Science
4711,19248,Social Media Coordinator,Creative Writing,Literature
4711,19248,Social Media Coordinator,Programming,Computer Science
4711,72737,Public Relations Coordinator,Digital Marketing,Business
4711,72737,Public Relations Coordinator,Web Development,Computer Science
4711,17694,Recruiting Coordinator,Public Speaking,Communication
4711,10584,Insurance Claims Adjuster,Problem Solving,Mathematics
4711,10584,Insurance Claims Adjuster,Graphic Design,Design
4711,10584,Insurance Claims Adjuster,Creative Writing,Literature
4711,10584,Insurance Claims Adjuster,Digital Marketing,Business
94535,91013,Accountant,Problem Solving,Mathematics
