JS_ID,Com_ID,WE_Role,WE_Salary,Duration,Year
63446,31349,Biomedical Engineer,3794800,9,2020
63446,56550,Occupational Therapist,3247300,2,2008
60928,13567,Dental Assistant,3950800,5,2011
60928,5991,HR Generalist,3003900,1,2002
60928,2449,Sales Manager,9287800,6,2005
49785,16706,Public Relations Coordinator,600100,3,2015
49785,21063,Product Manager,2929300,8,2007
12220,72160,Architect,5284800,9,2017
12220,119,IT Auditor,1305100,1,2019
12220,44556,IT Manager,4653800,1,2012
37301,5834,Medical Records Clerk,9817200,1,2018
37301,56867,IT Auditor,4260400,4,2004
42104,30000,Business Consultant,9536200,8,2019
42104,41181,Interior Decorator,8588800,7,2003
42104,88498,Nurse Manager,7469500,3,2017
1205,23873,Graphic Artist,9168000,9,2002
1205,70386,Public Relations Manager,7793500,3,2008
1205,39087,Medical Office Manager,5292600,2,2002
1205,91301,Financial Analyst,5189500,9,2006
1205,34502,Graphic Designer,7647900,3,2002
1550,9361,Data Scientist,5362100,3,2015
1550,67746,Technical Support Specialist,7493500,6,2020
1550,16706,Supply Chain Specialist,6358300,10,2005
7734,76515,Mechanical Engineer,5110200,1,2007
7734,48431,Medical Technologist,5607200,5,2009
7734,99593,Pharmacist,4584400,10,2013
7734,94380,Market Research Analyst,6873400,5,2020
7734,42509,IT Security Specialist,1517000,6,2014
85351,23985,Financial Analyst,5331500,5,2010
85351,44013,Network Administrator,9328600,5,2002
85351,83911,Sales Associate,8033200,3,2000
85351,45130,IT Administrator,5864400,9,2015
85351,22899,Copywriter,699500,8,2001
79321,93585,Sales Support Specialist,7980000,6,2007
79321,46441,Research Assistant,9038600,7,2013
79321,17808,Market Research Analyst,286100,10,2009
79321,99593,Interior Decorator,5559800,5,2005
60227,49858,Customer Support Specialist,8766400,3,2012
53690,14547,HR Specialist,4822700,2,2014
4711,35142,SEO Specialist,9120900,9,2005
4711,19248,Social Media Coordinator,890700,8,2013
4711,72737,Public Relations Coordinator,6173400,3,2019
4711,17694,Recruiting Coordinator,4213400,5,2007
4711,10584,Insurance Claims Adjuster,3055700,9,2001
94535,91013,Accountant,5050400,4,2013
94535,59276,HR Assistant,8135500,6,2005
94535,13567,Real Estate Agent,8307000,5,2018
94535,76515,Customer Experience Manager,7142900,4,2001
94535,56550,Cybersecurity Engineer,4792300,6,2015
45446,93094,Financial Auditor,5677000,8,2013
45446,63492,IT Manager,5711200,2,2017
45446,92887,Lawyer,208900,1,2003
45446,79254,Data Analyst,1959000,7,2009
45446,39197,Project Manager,4446900,9,2004
3480,18207,Project Manager,4446900,3,2007
3480,63656,Network Engineer,6314700,7,2006
3480,70548,User Experience Researcher,6826100,8,2004
3480,27486,Software Engineer,6291000,4,2015
70600,80507,Physical Therapy Assistant,8997800,5,2014
70600,17808,Software Developer,5549100,7,2012
89135,20995,Pharmacist,3418600,4,2003
89135,83911,Research Scientist,4371500,1,2019
89135,6045,Logistics Manager,3460400,6,2007
89135,86446,Market Research Assistant,8621000,4,2020
75695,59770,IT Security Specialist,5813500,7,2018
75695,28057,Technical Support Engineer,4230800,1,2004
36769,56188,Sales Associate,551700,6,2010
69543,8539,Recruiting Coordinator,7370900,9,2017
69543,56550,Digital Content Creator,7028200,3,2001
390,93094,Market Research Manager,1663000,5,2001
390,63492,Mechanical Engineer,8464900,10,2020
390,66608,IT Auditor,9960500,7,2001
390,6045,Business Development Coordinator,4695900,7,2010
390,83911,Talent Acquisition Specialist,2462800,5,2001
41734,19248,Content Manager,7120300,3,2009
25840,59276,HR Recruiter,6479900,4,2019
25840,2449,IT Auditor,1305100,3,2018
25840,74593,Talent Acquisition Specialist,2462800,5,2019
25840,23985,Network Administrator,2907100,3,2011
25840,48542,Legal Secretary,9183100,1,2008
41484,58983,UX Designer,6604200,10,2014
41484,76515,Financial Analyst,4701000,5,2019
41484,40315,Systems Administrator,473900,8,2005
41484,3758,Speech-Language Pathologist,5773100,7,2012
41484,23465,Teacher,6554700,8,2002
71859,10776,Nurse Practitioner,9991500,2,2020
71859,98020,Marketing Communications Manager,9238400,9,2019
71859,43521,Customer Experience Manager,7142900,2,2016
71859,56412,HR Coordinator,5285800,8,2020
62861,83911,IT Security Analyst,8978800,7,2015
62861,76334,Technical Support Specialist,2695300,1,2000
62861,40187,Financial Clerk,7146000,5,2016
62861,64735,Recruitment Specialist,3177800,3,2012
60159,18207,Sales Support Specialist,5951000,10,2009
8424,56146,Data Analyst,5872200,6,2006
8424,3890,Customer Support Specialist,5686000,3,2018
87179,10610,Digital Marketing Specialist,4153400,3,2001
87179,70427,Business Analyst,4599900,3,2014
87179,89079,Physical Therapist,7098200,9,2008
87179,92887,Product Marketing Manager,9721900,1,2016
37019,42897,Marketing Manager,9402800,1,2000
37019,46976,Customer Success Manager,5459200,7,2020
37019,81829,Market Research Manager,1663000,10,2018
37019,55853,Sales Manager,7383400,8,2000
76532,15223,Business Systems Analyst,3757000,7,2018
76532,71737,Operations Analyst,7349300,9,2009
76532,93585,Web Developer,4658900,6,2005
76532,76334,Event Manager,2206700,9,2014
76532,44013,Marketing Manager,9402800,2,2016
44402,47993,Data Entry Clerk,7575800,3,2011
44402,82267,Investment Analyst,4237900,8,2002
44402,18207,Legal Secretary,5508000,1,2010
44402,41804,Marketing Specialist,1674400,10,2002
55335,61483,Sales Support Specialist,5951000,10,2003
55335,43999,Software Engineer,2925200,7,2002
55335,43999,Systems Administrator,3203500,9,2008
55335,41804,Systems Administrator,473900,9,2010
55335,12977,Physical Therapist,9781000,6,2011
37895,76875,Physical Therapist,4193500,8,2011
37895,52528,IT Security Specialist,8470900,1,2017
37895,31001,Market Research Analyst,7397400,9,2015
37895,66589,Marketing Director,3330200,10,2011
28291,86446,Marketing Specialist,957700,1,2018
28291,59770,Event Manager,2008600,5,2001
83083,30099,Legal Assistant,8545300,8,2015
83083,39792,Account Coordinator,8924200,9,2011
83083,48407,Supply Chain Specialist,5922400,5,2005
83083,64735,IT Auditor,1305100,2,2016
83083,4713,Quality Control Inspector,2277300,7,2011
55436,84040,Marketing Assistant,1070600,8,2009
99593,30099,Quality Assurance Engineer,8411400,6,2005
36399,10584,Business Development Executive,7447600,10,2007
36399,81829,Nurse Practitioner,9991500,10,2006
65677,50900,Product Marketing Manager,7848900,9,2003
65677,31349,Network Administrator,9328600,5,2012
65677,61483,Construction Manager,4362200,10,2010
65677,72737,Quality Assurance Engineer,6803300,6,2009
38845,71515,Pharmacist,3418600,6,2013
38845,82461,Market Analyst,2897500,2,2020
38845,56949,Software Developer,9931400,10,2012
4030,47993,Event Planner,3848700,7,2020
4030,3890,Marketing Coordinator,4398100,7,2011
4030,42943,Digital Content Creator,8179800,3,2020
67731,34187,Recruiting Coordinator,7932100,8,2011
67731,82461,Medical Records Clerk,3045200,10,2017
67731,70634,Recruiting Coordinator,7932100,2,2012
67731,39197,Medical Office Manager,6021300,1,2020
51318,5834,User Experience Researcher,564700,7,2010
51318,39197,Market Research Assistant,8675600,5,2007
51318,41804,Digital Marketing Coordinator,6920500,3,2009
60734,98956,Supply Chain Specialist,5922400,6,2003
26112,1539,Legal Analyst,5125600,6,2009
26112,276,Sales Manager,7383400,4,2010
26112,47993,Cybersecurity Analyst,578000,4,2008
26112,9916,Architect,7889300,2,2016
3628,82382,Digital Content Creator,8089100,4,2005
3628,49858,Supply Chain Analyst,8081100,10,2004
3628,76875,Technical Support Specialist,6214600,5,2000
55055,98302,Web Developer,4493300,4,2013
55055,71515,Event Planner,5333400,6,2018
55055,50379,Marketing Communications Manager,2870300,5,2000
55518,71362,Account Coordinator,1658500,10,2013
4212,27486,Systems Administrator,473900,6,2015
4212,98856,Public Relations Coordinator,6173400,6,2000
4212,52528,Financial Auditor,9863000,9,2014
2491,15223,Occupational Therapist,4653200,6,2001
7929,70864,Event Planner,5766900,3,2009
7929,10610,Event Planner,3095700,6,2017
7929,98956,Biomedical Engineer,6108000,6,2005
7929,89079,Sales Support Specialist,1188500,10,2015
45500,34863,Occupational Therapist,8852200,9,2015
45500,88190,Market Research Analyst,5182500,2,2005
45500,5991,Copywriter,1563600,1,2012
45500,92887,Sales Manager,581600,6,2019
56994,82461,Environmental Engineer,255400,7,2014
56994,276,Accountant,6792800,8,2004
56994,39197,Nurse Practitioner,6473100,1,2019
56994,10776,Financial Manager,167900,4,2012
42810,72737,Product Manager,6401100,2,2000
42810,62823,Business Development Manager,9257500,9,2002
42810,70427,Retail Manager,6940200,3,2014
61534,98956,Logistics Manager,5232600,3,2013
61534,37359,Marketing Analyst,2738700,1,2014
61534,99593,Product Manager,9026800,4,2019
39092,55853,Social Media Manager,5819400,8,2020
85108,71698,Business Analyst,4599900,5,2014
85108,97925,Copywriter,1563600,9,2019
85108,93094,IT Security Specialist,5813500,6,2020
76656,93094,Legal Secretary,5932800,7,2016
66822,74593,Web Developer,4493300,3,2005
66822,81311,Financial Clerk,7146000,2,2012
66822,72737,Product Owner,291400,7,2016
80898,54618,Logistics Coordinator,9858400,9,2004
80898,21063,Public Relations Coordinator,5431200,5,2001
33865,47327,Marketing Coordinator,5858900,2,2004
43904,89657,Dental Assistant,4762800,8,2009
43904,80666,Business Development Coordinator,1251300,7,2005
43904,71737,Electrical Engineer,2364400,2,2018
65128,41932,Insurance Broker,306800,8,2008
50636,56146,Research Scientist,3190000,2,2003
50636,89086,HR Recruiter,6406200,7,2008
50636,70548,Marketing Communications Manager,1221700,10,2013
50636,3758,Operations Coordinator,4880600,9,2003
50636,76515,Medical Laboratory Technician,4692100,1,2012
97893,18869,Marketing Assistant,4951800,9,2006
97893,91276,Mechanical Technician,1628300,1,2005
97893,62746,Marketing Analyst,2738700,5,2006
97893,66608,IT Security Analyst,5432400,2,2002
97724,56867,Insurance Broker,5067700,3,2018
97724,43932,Software Engineer,6291000,6,2009
42037,71362,IT Specialist,4483300,8,2005
42037,5834,Recruitment Specialist,8632700,2,2008
42037,39087,Financial Analyst,3273900,4,2005
5492,8539,Medical Records Clerk,6405900,6,2001
5492,13227,Legal Counsel,2644500,2,2013
5492,70400,Purchasing Manager,6985700,9,2004
5492,48542,Social Media Specialist,4088800,8,2019
91563,55853,User Experience Researcher,8319700,3,2020
91563,94380,Dental Hygienist,6720900,3,2006
75821,70864,Insurance Claims Adjuster,9018800,7,2006
75821,46976,Event Manager,2008600,7,2014
75821,23465,Compliance Officer,1379900,10,2015
75821,63656,Environmental Engineer,5623800,4,2014
61515,89657,Copywriter,1563600,7,2019
18865,56550,Nurse Practitioner,1100000,8,2010
18865,45130,IT Security Analyst,8978800,10,2009
94882,55853,UI/UX Developer,3414700,1,2008
94882,89086,Event Coordinator,1416800,8,2012
94882,82382,Production Supervisor,7746600,4,2012
94882,48079,Graphic Artist,9719700,8,2004
81750,14547,Marketing Coordinator,8645200,8,2014
68444,48407,IT Project Manager,8020400,9,2006
68444,19218,Legal Secretary,9183100,5,2001
49706,10584,Medical Records Clerk,2522400,2,2009
49706,53725,Multimedia Artist,1467000,6,2020
87576,82267,Copywriter,2002100,2,2008
87576,52528,Customer Service Representative,3148800,8,2006
87576,18869,Operations Supervisor,166400,2,2007
87576,94380,IT Administrator,9734400,4,2003
87576,56949,Business Systems Analyst,3757000,9,2008
83648,93094,Nurse Practitioner,3373300,2,2006
83648,40315,Public Accountant,1419200,7,2013
83648,9361,Mechanical Engineer,3401200,9,2006
51958,70400,UX Designer,4989600,10,2020
51958,47327,Interior Decorator,5149900,7,2020
51958,34910,Public Relations Manager,1702400,7,2002
79192,47327,Business Development Executive,9326700,6,2011
79192,8321,Recruitment Specialist,2913500,9,2004
79192,40187,Insurance Underwriter,3105800,2,2014
73079,35142,Interior Decorator,5559800,9,2017
73079,62823,IT Manager,3908700,3,2009
73079,74230,Quality Assurance Engineer,7990500,9,2012
15745,39197,Financial Analyst,4886300,4,2020
15745,81311,HR Director,1111200,4,2015
56048,56146,Accountant,6792800,9,2007
56048,81829,SEO Specialist,179500,4,2003
27833,119,Supply Chain Analyst,5942700,4,2011
27833,42943,Social Worker,7550900,3,2010
84366,54618,Supply Chain Analyst,8081100,1,2013
84366,10610,Financial Auditor,3214800,10,2020
84366,48407,HR Specialist,8899800,8,2014
84366,70634,Cybersecurity Analyst,9349200,5,2013
84366,14547,Graphic Artist,9278100,9,2014
40701,98020,Interior Designer,9550800,6,2017
40701,76334,HR Specialist,1679400,7,2019
40701,19248,Production Supervisor,9785800,3,2017
27398,54618,Technical Support Engineer,1595800,2,2009
27398,46976,Architect,3461000,1,2008
27398,81213,Public Relations Specialist,3813700,5,2000
27398,34863,Systems Administrator,473900,6,2002
27398,53619,Tax Preparer,9642700,4,2019
850,56412,Customer Success Manager,2871300,4,2019
850,30000,Data Analyst,884500,4,2006
95452,5808,Business Development Coordinator,1140700,9,2020
95452,98020,Digital Marketing Manager,8203100,6,2019
95452,14547,Marketing Coordinator,2168700,10,2001
95452,71737,Research Scientist,8387000,4,2011
95452,30000,HR Assistant,3505300,8,2015
74355,5413,IT Consultant,2695800,10,2008
19042,66589,Financial Auditor,1027200,1,2015
19042,5692,Public Relations Coordinator,5698500,2,2006
19042,37359,Financial Risk Analyst,4602400,2,2012
76728,41804,Health Educator,413600,8,2014
76728,31349,Legal Secretary,4992400,3,2003
77620,58983,Market Research Analyst,9044700,1,2019
77620,83911,Teacher,4801600,3,2003
77620,70386,Multimedia Artist,4191200,3,2015
77620,23465,Healthcare Administrator,593300,10,2007
77620,119,Business Development Executive,1036900,6,2019
93457,61483,Legal Secretary,5508000,1,2010
93457,43999,Research Scientist,8387000,5,2020
93457,56867,SEO Specialist,4148200,4,2007
93457,50605,Marketing Specialist,1001700,2,2020
93457,82267,Registered Nurse,7001300,6,2006
1830,6045,Financial Analyst,3273900,9,2019
1830,30000,Quality Assurance Engineer,8411400,5,2016
1830,18869,Digital Marketing Specialist,4153400,4,2006
1830,9259,Insurance Underwriter,1347600,7,2008
1830,59022,Network Technician,3164200,3,2000
60792,80666,Digital Marketing Specialist,4359900,2,2016
60792,48542,User Interface Designer,9946000,10,2006
60792,14363,Healthcare Administrator,3743400,2,2008
65357,39197,Logistics Coordinator,9858400,6,2006
65357,9916,IT Administrator,5485700,3,2019
65357,71222,Marketing Analyst,1038900,6,2014
44075,50925,Marketing Communications Manager,4124800,4,2003
44075,71362,Cybersecurity Analyst,5353700,6,2000
44075,56188,Network Analyst,6619800,8,2014
44075,56949,Financial Analyst,4127000,2,2012
44075,1539,HR Director,7940000,8,2020
64700,64735,Accountant,5050400,4,2000
64700,22020,Insurance Agent,5159500,9,2007
64700,31349,IT Auditor,4260400,6,2001
64700,27486,IT Security Specialist,1517000,4,2019
64700,52528,Supply Chain Coordinator,2383900,7,2005
3558,27355,Legal Secretary,4992400,9,2010
3558,5061,Teacher,8572200,1,2017
3558,3890,Quality Control Inspector,5007000,5,2011
1744,14622,Graphic Designer,7647900,6,2014
1744,10584,Operations Manager,6601300,6,2019
1744,50925,Supply Chain Analyst,7264800,4,2000
36440,43932,Event Planner,6988300,4,2005
74025,98956,Environmental Engineer,4246200,1,2002
74025,31349,Sales Manager,3218700,5,2017
74025,48542,Legal Secretary,4992400,4,2012
25791,86446,IT Auditor,1305100,8,2004
25791,89086,HR Specialist,9235000,7,2010
25791,69715,Financial Risk Analyst,3340500,7,2000
25791,10584,Business Development Manager,6036600,3,2008
25791,9850,Physical Therapist,4033900,5,2017
9334,9361,Network Administrator,7245400,8,2007
9334,5413,HR Generalist,327500,10,2006
9334,56949,Physical Therapist,7946700,5,2013
9334,76334,Market Research Manager,1663000,1,2012
9334,71698,Business Systems Analyst,3757000,6,2008
60506,94380,Financial Auditor,1027200,7,2000
60506,3758,IT Consultant,9573200,10,2011
60506,83904,Electrician,7296400,1,2018
60506,47708,Data Analyst,884500,6,2001
83434,82382,Compliance Officer,1996500,5,2006
83434,78538,Tax Accountant,3810600,3,2013
17137,82461,Talent Manager,4426100,1,2017
17137,50900,Executive Assistant,4686100,7,2007
17137,20995,Registered Nurse,7001300,3,2016
17137,5413,Biomedical Engineer,9013200,2,2009
79077,49858,Financial Auditor,4146200,6,2001
79077,3890,Dental Assistant,3950800,4,2014
82745,43999,IT Project Manager,9905200,7,2006
82745,76334,Supply Chain Specialist,9337200,1,2005
82745,52093,User Interface Designer,840800,6,2018
82745,82382,Sales Associate,9343800,1,2009
7417,52093,Research Scientist,8279300,10,2013
7417,56412,Operations Analyst,6468200,6,2011
7417,63656,Customer Success Manager,2871300,9,2008
7417,45130,Financial Clerk,4878600,2,2015
7417,51230,Financial Analyst,8969200,6,2001
9560,34338,Sales Manager,7383400,7,2008
9560,30679,Public Relations Manager,7793500,5,2008
9560,56867,Market Research Assistant,7748700,7,2012
86725,98753,Data Analyst,884500,4,2009
86725,34910,Corporate Trainer,8986200,9,2003
86725,79856,IT Administrator,5485700,3,2018
86725,46441,Mechanical Engineer,887900,6,2002
86725,1695,Technical Support Engineer,4635400,3,2011
44114,80656,Legal Analyst,516600,2,2001
44114,54618,Legal Secretary,1679400,3,2004
44114,52093,Legal Researcher,4404000,3,2015
44114,5991,Data Scientist,8199400,4,2010
74353,48079,Physical Therapist,8448400,9,2013
74353,40187,Network Engineer,6314700,3,2016
74353,5991,Public Accountant,1419200,3,2014
74353,63656,Market Research Manager,1235700,3,2015
74353,28057,Account Coordinator,1658500,2,2003
51746,91013,Product Marketing Manager,7848900,9,2005
51746,43999,Investment Advisor,1589000,9,2015
51746,31001,Marketing Communications Manager,9238400,10,2009
51746,54618,Research Scientist,8387000,9,2006
51746,52530,Digital Marketing Manager,6775900,5,2002
36750,61483,IT Security Specialist,7950900,6,2014
36750,44013,Insurance Agent,8862200,4,2002
36750,18869,Occupational Therapist,6312400,10,2009
27288,30679,Network Analyst,9068200,3,2011
27288,39087,IT Manager,108600,10,2013
27288,64735,Digital Marketing Coordinator,6920500,3,2002
27288,79254,Web Developer,4493300,1,2000
27288,91043,Operations Coordinator,4880600,2,2008
50081,13227,Technical Support Engineer,4230800,2,2008
50081,15205,IT Security Analyst,7161500,2,2001
50081,5808,Data Analyst,7827500,7,2004
14172,47708,Public Relations Specialist,9166900,8,2009
14172,91276,Physical Therapist,9781000,6,2006
48315,4713,Market Research Assistant,6175600,9,2017
48315,34187,Event Manager,2008600,8,2013
48927,23465,Technical Support Specialist,2258500,5,2005
48927,84040,IT Project Manager,9905200,3,2009
43379,1539,IT Administrator,9734400,1,2014
20914,56550,Operations Manager,5118800,3,2020
91590,91301,Graphic Designer,7849700,9,2018
91590,8539,HR Assistant,5143500,5,2017
91590,27355,Medical Records Clerk,2522400,1,2013
91590,81311,Insurance Underwriter,1347600,9,2019
91590,39792,Systems Analyst,2782400,9,2018
18147,91013,SEO Specialist,745700,3,2000
18147,48079,Public Relations Coordinator,6173400,3,2009
18147,23465,IT Analyst,9210600,1,2014
91415,52093,Market Analyst,8534800,9,2015
91415,35142,Business Consultant,1371400,9,2000
30962,42509,IT Project Manager,3429200,6,2014
30962,71737,Dental Hygienist,2443200,8,2011
30962,44556,Tax Accountant,3810600,3,2016
30962,34187,Account Coordinator,8924200,3,2019
30962,40315,Digital Marketing Manager,7302700,3,2014
49952,5692,IT Consultant,9121200,5,2003
49952,59276,IT Consultant,9121200,4,2019
49952,13227,Lawyer,9096900,4,2010
49952,70864,Dental Assistant,6025000,8,2002
10200,41932,Medical Records Clerk,3045200,6,2002
10200,91276,Sales Manager,581600,6,2012
50940,70386,IT Analyst,9210600,8,2003
62544,50605,Financial Auditor,5677000,8,2008
62544,70386,User Experience Researcher,564700,6,2011
33058,50925,Marketing Analyst,2738700,2,2017
13474,76334,Research Assistant,9038600,5,2003
13474,94380,Customer Success Manager,5459200,9,2005
13474,71362,Software Tester,1274400,10,2000
75605,69715,Occupational Therapist,9281200,10,2003
75605,98753,Legal Assistant,6458100,1,2007
75605,70386,Medical Assistant,3422100,10,2011
75605,80656,Digital Marketing Manager,4495900,8,2001
25361,66589,Public Accountant,5836200,10,2004
25361,56867,Network Analyst,5263600,10,2008
25361,98956,Cybersecurity Engineer,9323100,8,2007
25361,56867,Executive Assistant,3577700,3,2000
25361,83904,Interior Decorator,5559800,4,2014
77018,18207,Dental Assistant,5495600,8,2012
77018,14363,Purchasing Manager,6985700,5,2001
77018,4713,Operations Manager,9826900,8,2010
12606,23985,Product Owner,9928600,10,2004
559,81213,Legal Counsel,145800,7,2015
559,82461,Research Coordinator,345300,7,2017
559,22617,Medical Office Manager,5292600,8,2009
559,9850,Web Developer,1675400,9,2008
44957,78538,Research Scientist,8279300,5,2006
33527,34338,Financial Analyst,3273900,2,2003
33527,48079,Legal Secretary,7453300,5,2001
33527,5413,Brand Strategist,6379000,4,2005
33527,70864,Medical Laboratory Technician,6251200,1,2002
20816,9850,Business Systems Analyst,3757000,4,2018
20816,5413,Medical Billing Specialist,9429500,2,2012
20816,80294,Financial Auditor,5701700,5,2019
20816,79856,Brand Manager,923100,9,2012
20816,5808,IT Auditor,5489400,2,2019
97351,71362,Legal Assistant,5739700,9,2010
76037,16706,Public Relations Manager,1702400,2,2020
62708,20995,Dental Assistant,4762800,2,2005
30830,67746,Software Developer,9931400,9,2002
30830,22020,Legal Assistant,5739700,9,2010
30830,21063,IT Consultant,6008800,1,2017
30830,71362,Quality Assurance Engineer,8411400,6,2008
64493,10584,Market Research Assistant,8675600,5,2011
64493,3890,Market Research Assistant,4612800,8,2000
37904,213,Human Resources Manager,8584200,3,2009
37904,48407,Supply Chain Specialist,6358300,1,2020
80739,47327,Physical Therapist,7098200,8,2000
80739,62823,Event Planner,248500,7,2017
3235,42509,Product Owner,768500,1,2005
9523,98302,Network Administrator,2907100,6,2018
9523,89086,Legal Researcher,4404000,4,2019
9523,94106,Business Systems Analyst,3348900,7,2013
27538,9850,Financial Analyst,9873100,1,2017
27538,56949,Teacher,9084300,9,2008
27538,66589,SEO Specialist,4148200,8,2007
27538,64735,Legal Secretary,2348100,5,2007
45575,10776,Dental Hygienist,3596300,1,2012
45575,19052,Digital Content Creator,7028200,8,2012
45575,1695,Legal Assistant,2959700,10,2015
45575,48431,Product Manager,2929300,2,2014
34485,70864,Market Research Analyst,5182500,3,2014
34485,70427,Tax Preparer,5304100,7,2012
34485,27355,Market Research Analyst,7397400,3,2000
34485,4713,Talent Manager,4426100,1,2009
20477,41181,Research Assistant,5784300,3,2016
20477,34910,Digital Marketing Coordinator,4287900,6,2007
20477,44556,Pharmacist,5657200,4,2007
20477,82382,Financial Analyst,1539500,7,2004
28647,40187,Real Estate Agent,8625100,3,2004
28647,10610,IT Specialist,4483300,2,2020
28647,56188,Business Consultant,1371400,4,2018
28647,31349,Technical Support Specialist,3309400,8,2002
53494,80666,HR Recruiter,2191800,6,2019
53494,97295,Quality Control Inspector,9298400,7,2008
53494,10610,Technical Support Engineer,4230800,3,2012
97066,91043,Graphic Designer,7647900,7,2005
50513,23985,Marketing Assistant,7991500,2,2012
50513,84040,Sales Associate,9343800,6,2010
50513,30099,Quality Assurance Engineer,1214100,5,2000
50513,70386,Product Manager,9026800,1,2017
80063,71737,UI/UX Developer,7813700,10,2016
80063,26386,Financial Risk Analyst,2624400,2,2004
80063,5061,Data Entry Specialist,1765100,3,2012
28030,23873,Insurance Agent,1991600,9,2018
28030,94529,Marketing Communications Manager,3706200,3,2013
64135,213,Marketing Assistant,6808900,6,2007
64135,93585,Multimedia Artist,1467000,7,2003
83643,56412,Administrative Assistant,6243200,1,2003
47009,88136,Graphic Artist,9719700,6,2014
47009,70386,User Interface Designer,1859700,4,2011
55810,47327,Legal Secretary,4992400,2,2007
55810,82461,HR Director,1111200,7,2006
55810,93094,Multimedia Artist,3970700,7,2003
16007,62823,Recruitment Specialist,3177800,5,2002
40158,17694,IT Administrator,4913100,7,2018
24610,97028,Sales Support Specialist,7980000,8,2003
39577,43521,Systems Analyst,2782400,8,2002
39577,276,Software Tester,1274400,9,2012
39577,50925,Digital Content Creator,8089100,4,2008
20784,71362,Investment Banker,4380300,9,2014
20784,78538,Product Owner,9928600,3,2002
23574,10610,Accountant,4103200,8,2007
23574,42897,Human Resources Manager,9724100,2,2014
23574,34672,Social Media Coordinator,7222600,3,2009
23574,41804,Financial Advisor,8083200,3,2000
48358,23985,Legal Secretary,2435900,1,2001
39727,64735,Technical Support Specialist,2258500,1,2001
39727,91043,Production Supervisor,6471400,2,2014
39727,66589,Public Relations Manager,9627000,1,2017
39727,15223,Research Assistant,4687100,6,2008
39727,92887,Cybersecurity Engineer,1195300,5,2011
93255,41804,Customer Success Manager,2484500,6,2014
93255,99593,Insurance Agent,3962500,2,2007
78649,74593,Operations Analyst,7349300,4,2018
78649,74593,Market Research Manager,1663000,6,2018
78649,12548,Electrician,1751400,1,2007
78649,96774,HR Coordinator,5285800,1,2002
60323,34910,Market Research Manager,1663000,3,2009
60323,52530,Healthcare Consultant,5017600,1,2013
60323,59276,HR Director,5440300,4,2020
60323,41932,Public Relations Coordinator,5431200,4,2005
60323,43521,Recruiting Coordinator,5862900,3,2010
42746,46976,Research Scientist,4314300,1,2009
42746,54618,Database Administrator,5435900,3,2019
50428,47993,Business Development Coordinator,8866100,10,2007
50428,42943,Network Technician,9354600,8,2004
50428,56949,Financial Risk Analyst,2624400,2,2012
50428,50925,IT Manager,3368400,2,2011
34729,44556,Speech-Language Pathologist,3044600,1,2002
34729,17694,Corporate Trainer,4130800,5,2011
34729,12977,HR Specialist,1679400,6,2012
34729,50379,Pharmacist,5657200,3,2009
34729,98753,Purchasing Manager,6985700,1,2005
37203,70548,Operations Supervisor,3969000,10,2003
37203,9259,Network Security Engineer,6558300,1,2016
37203,71515,Business Development Coordinator,1251300,1,2016
55331,56146,Health Educator,413600,10,2005
55331,70548,Social Media Manager,6697000,7,2016
55331,87831,Financial Advisor,8083200,7,2007
87532,83911,SEO Specialist,3670400,6,2010
87532,88136,Business Development Coordinator,4695900,1,2020
87532,96774,Account Coordinator,1916400,6,2013
87532,19248,UI/UX Developer,7813700,2,2007
51219,97028,Marketing Coordinator,5858900,7,2008
51219,41804,Technical Support Specialist,6214600,3,2010
41009,70386,Market Research Assistant,6175600,1,2007
41009,53725,Marketing Coordinator,2168700,10,2020
41009,3890,Market Research Manager,3961700,6,2015
41009,49186,Marketing Analyst,1038900,3,2000
41009,5413,Financial Analyst,1619400,6,2001
56126,34502,Lawyer,1897600,10,2011
56126,71362,Environmental Engineer,4246200,5,2000
68379,34187,Network Administrator,2489300,6,2018
68379,30099,Executive Assistant,4686100,2,2013
68379,34187,Product Manager,2929300,5,2004
68379,50925,Product Marketing Manager,7848900,1,2010
16254,83904,Nurse Manager,6328900,1,2009
16254,56550,Software Developer,9931400,3,2001
16254,88498,Financial Advisor,8002400,7,2007
16254,8786,Purchasing Manager,6985700,3,2011
16254,10584,HR Specialist,1630700,7,2002
19252,70427,Sales Associate,9447700,6,2020
19252,59276,Business Consultant,8288100,4,2020
24212,37359,UX Designer,6604200,10,2005
24212,49186,Legal Secretary,1679400,9,2005
44843,49858,Legal Secretary,4992400,9,2010
44843,45130,Account Coordinator,7916800,6,2005
44843,96774,Customer Success Manager,2871300,9,2011
40860,48079,Human Resources Manager,149600,1,2007
40860,64735,Nurse Practitioner,3373300,5,2011
40860,31001,Healthcare Consultant,2213000,2,2006
40860,93585,UI/UX Developer,3414700,9,2007
40860,98753,Electrical Engineer,3952700,3,2012
19911,5808,Occupational Therapist Assistant,7931700,6,2020
78660,59770,IT Security Analyst,5847800,1,2000
78660,276,Teacher,4801600,9,2005
76609,3890,Insurance Claims Adjuster,7616700,8,2012
76609,34863,Physical Therapist,7098200,10,2011
76609,94380,Sales Support Specialist,8649600,3,2016
76609,56188,IT Manager,3908700,8,2009
76609,93585,Compliance Officer,1251200,8,2015
32355,5991,Legal Assistant,5560700,4,2010
32355,20995,Product Marketing Manager,7580900,8,2014
