JS_ID,Organization,Degree,Specialisation,Year
90082,Presidency University,B.A,Psychology,2011
90082,National Institute of Technology (Calicut),B.A,Sociology,2022
90082,National Institute of Technology (Trichy),B.A,English,2021
46339,National Institute of Fashion Technology (NIFT),M.Tech,Manu,2012
46339,Loyola College,B.Pharm,Medicine,2002
46339,Manipal Academy of Higher Education,M.Tech,Mechanical,2004
46339,Jawaharlal Nehru University (JNU),BE,Mechanical,1980
30479,Presidency University,Ph.D,Comp Sci,2005
94274,Indian Institute of Foreign Trade (IIFT),BE,Comp Sci,2022
94274,National Law University (NLU),BE,Electrical,2005
94274,Indian Institute of Technology (Roorkee),M.Tech,Mechanical,2007
94274,Indian Institute of Management (Kolkata),BE,Comp Sci,1995
94274,Indian Institute of Management (Indore),B.Pharm,Medicine,1989
29476,All India Institute of Medical Sciences (AIIMS),B.Tech,Manu,1983
29476,National Institute of Technology (Warangal),BE,Comp Sci,1987
29476,Delhi Technological University (DTU),M.Tech,Manu,1999
29476,Birla Institute of Technology and Science (BITS Pilani),B.Pharm,Medicine,2011
26910,Indian Institute of Technology (Kanpur),BE,Electrical,2005
26910,Indian Institute of Technology (Delhi),BE,Mechanical,2014
26910,Indian Institute of Technology (Delhi),B.A,English,1985
26910,National Law University (NLU),B.Pharm,Medicine,1993
67314,Aligarh Muslim University (AMU),BE,Mechanical,1995
67314,Birla Institute of Technology and Science (BITS Pilani),BE,Manu,2017
67314,Indian Institute of Management (Indore),B.Pharm,Medicine,1997
90013,Indian Institute of Management (Indore),B.Pharm,Medicine,2020
90013,Indian Statistical Institute (ISI),B.Pharm,Medicine,1992
90013,Indian Institute of Technology (Bombay),Ph.D,English,1988
98099,Presidency University,Ph.D,Psychology,1985
98099,Jawaharlal Nehru University (JNU),Ph.D,Medicine,1999
98099,National Institute of Technology (Jaipur),B.A,Psychology,2017
98099,National Law University (NLU),B.A,Psychology,1998
94932,Loyola College,B.A,Psychology,2015
94932,National Institute of Technology (NITs),BE,Electrical,1987
43140,Indian Institute of Management (Indore),B.Tech,Electrical,2004
43140,All India Institute of Medical Sciences (AIIMS),B.Tech,Electrical,2005
43140,All India Institute of Medical Sciences (AIIMS),B.Pharm,Medicine,2020
43140,National Institute of Technology (Trichy),Ph.D,Mechanical,2003
43140,Indian Institutes of Technology (IITs),B.A,Sociology,2016
4341,Indian Institute of Technology (Roorkee),B.Tech,Civil,2012
14787,Lady Shri Ram College for Women (LSR),Ph.D,English,1989
14787,Indian Statistical Institute (ISI),BE,Comp Sci,2000
14787,National Institute of Fashion Technology (NIFT),Ph.D,Sociology,2004
14787,Birla Institute of Technology and Science (BITS Pilani),M.Tech,Comp Sci,2003
14787,National Institute of Design (NID),M.Tech,Civil,1999
76166,Indian Institute of Management (Kozhikode),B.A,Psychology,1982
76166,National Institute of Technology (Calicut),B.Pharm,Medicine,2008
76166,Hansraj College,Ph.D,Mechanical,1985
76166,Tata Institute of Social Sciences (TISS),B.Pharm,Medicine,2009
76166,Indian Institute of Foreign Trade (IIFT),Ph.D,Manu,1990
83487,Christ University,M.Tech,Civil,1985
60352,Manipal Academy of Higher Education,B.Tech,Manu,1994
60352,Indian Institute of Management (Lucknow),B.A,Psychology,2000
60352,Xavier Labour Relations Institute (XLRI),Ph.D,Electrical,1987
60352,Xavier Labour Relations Institute (XLRI),BE,Mechanical,1996
12818,Indian Institute of Science (IISc),BE,Mechanical,2005
12818,Loyola College,B.A,Sociology,2017
12818,Symbiosis International University,B.A,History,2007
35755,Indian Institute of Management (Kozhikode),B.Pharm,Medicine,2020
35755,Indian Institute of Technology (Madras),B.A,Sociology,2008
35755,Aligarh Muslim University (AMU),B.Tech,Civil,1989
35755,Tata Institute of Social Sciences (TISS),M.Tech,Civil,2007
63906,National Institute of Technology (Trichy),BE,Civil,1998
63906,Delhi Technological University (DTU),Ph.D,Civil,1991
63906,Indian Statistical Institute (ISI),BE,Electrical,1986
63906,Presidency University,Ph.D,Mechanical,2017
52279,National Institute of Design (NID),BE,Electrical,1989
52279,Indian Institute of Technology (Kanpur),BE,Manu,2010
52279,Loyola College,Ph.D,Civil,1998
52279,Indian Institute of Science (IISc),M.Tech,Comp Sci,2011
52279,National Law University (NLU),B.Pharm,Medicine,1991
52448,Indian Institute of Management (Kolkata),B.Tech,Mechanical,2010
52448,Indian Institute of Management (Ahmedabad),BE,Comp Sci,1981
52448,Indian Institute of Technology (Kanpur),B.Tech,Civil,2013
52448,Indian Institute of Technology (Bombay),B.A,History,2015
99894,All India Institute of Medical Sciences (AIIMS),B.Tech,Civil,2019
99894,Indian Institute of Technology (Kanpur),M.Tech,Comp Sci,2012
99894,Indian Institute of Technology (Roorkee),B.Pharm,Medicine,1998
49356,Indian Institutes of Technology (IITs),B.A,English,1991
49356,Indian School of Business (ISB),Ph.D,Medicine,2022
11203,Banaras Hindu University (BHU),B.A,Sociology,2002
11203,National Institute of Technology (Trichy),B.Tech,Comp Sci,1981
11203,Indian Institute of Science (IISc),BE,Manu,1987
11203,Indian Institute of Science Education and Research (IISER),Ph.D,Sociology,2007
11203,National Law School of India University (NLSIU),B.A,Psychology,1985
47006,All India Institute of Medical Sciences (AIIMS),M.Tech,Comp Sci,1982
47006,Birla Institute of Technology and Science (BITS Pilani),B.A,English,2004
47006,Presidency University,B.Tech,Electrical,1993
47006,Symbiosis International University,M.Tech,Civil,1981
47721,Jawaharlal Nehru University (JNU),B.Tech,Electrical,1988
47721,National Law University (NLU),B.Tech,Comp Sci,1992
47721,Miranda House,Ph.D,Manu,2003
47721,Jawaharlal Nehru University (JNU),BE,Electrical,1982
47721,Indian School of Business (ISB),B.Tech,Mechanical,1995
6334,Indian Institute of Foreign Trade (IIFT),B.Pharm,Medicine,2006
6334,Indian Institute of Technology (Roorkee),B.Tech,Manu,1993
6334,National Institute of Technology (Calicut),Ph.D,Mechanical,1998
6334,National Institute of Technology (Calicut),B.Pharm,Medicine,2010
6334,Tata Institute of Social Sciences (TISS),B.A,History,1989
5644,Indian Institutes of Management (IIMs),BE,Civil,2020
5644,Indian Institute of Management (Lucknow),BE,Electrical,1994
5644,Delhi Technological University (DTU),BE,Manu,2021
5644,National Institute of Technology (Trichy),B.Pharm,Medicine,2015
4420,Loyola College,M.Tech,Civil,1993
4420,Indian Statistical Institute (ISI),B.A,Psychology,2002
4420,Indian Institute of Management (Kozhikode),B.Pharm,Medicine,1982
4420,Loyola College,B.Pharm,Medicine,2008
92094,St. Stephen's College,M.Tech,Comp Sci,2015
95721,National Institute of Technology (Jaipur),M.Tech,Civil,1994
95721,National Law University (NLU),Ph.D,English,2012
44190,National Institute of Technology (Calicut),B.A,Sociology,1998
44190,Indian Institutes of Management (IIMs),M.Tech,Comp Sci,2011
44190,Indian Institutes of Technology (IITs),M.Tech,Mechanical,2008
44190,Indian Institute of Management (Lucknow),M.Tech,Comp Sci,1980
44190,Indian Institute of Technology (Guwahati),BE,Civil,2018
64574,St. Stephen's College,M.Tech,Manu,1986
64574,Indian Institute of Technology (Bombay),BE,Electrical,2020
64574,Indian Institute of Technology (Bombay),BE,Manu,1992
64574,National Institute of Technology (Calicut),BE,Manu,1996
12327,Xavier Labour Relations Institute (XLRI),Ph.D,English,2014
12327,Indian Institute of Science (IISc),BE,Comp Sci,2010
12327,Presidency University,B.Tech,Civil,2021
69709,National Institute of Technology (NITs),B.Pharm,Medicine,2021
69709,Indian Institute of Technology (Bhubaneswar),B.Pharm,Medicine,1986
84345,Indian Institute of Science (IISc),BE,Electrical,1990
84345,National Institute of Technology (Surathkal),B.A,English,1983
84345,National Institute of Technology (Trichy),B.A,History,1987
84345,Loyola College,B.Pharm,Medicine,1995
15692,Banaras Hindu University (BHU),Ph.D,Manu,1998
15692,Hansraj College,B.Pharm,Medicine,2000
15692,Indian Institute of Management (Lucknow),B.Tech,Comp Sci,1990
57987,Indian Institute of Foreign Trade (IIFT),B.Pharm,Medicine,1994
57987,Indian Institute of Science Education and Research (IISER),B.A,English,1981
57987,Indian School of Business (ISB),B.A,English,1987
27675,Indian Institute of Technology (Madras),B.Tech,Comp Sci,1998
27675,Miranda House,BE,Comp Sci,1992
27675,National Institute of Technology (Jaipur),Ph.D,Manu,2003
37528,Aligarh Muslim University (AMU),B.A,History,2010
37528,Indian Institute of Technology (Banaras Hindu University),B.Pharm,Medicine,2012
37528,National Institute of Technology (Warangal),BE,Comp Sci,2013
37528,Manipal Academy of Higher Education,M.Tech,Civil,2014
7279,Loyola College,Ph.D,Medicine,1997
7279,Delhi Technological University (DTU),BE,Mechanical,1996
49483,Indian Institute of Technology (Roorkee),B.Tech,Mechanical,2014
49483,Indian Institute of Management (Indore),B.A,English,1992
81320,Lady Shri Ram College for Women (LSR),Ph.D,Medicine,2022
89574,Indian Institutes of Management (IIMs),B.Tech,Civil,2015
89574,National Institute of Technology (Jaipur),B.A,English,2022
89574,Indian Institute of Technology (Bombay),B.Tech,Electrical,1993
89574,Symbiosis International University,Ph.D,Medicine,1981
31339,Lady Shri Ram College for Women (LSR),B.A,English,1982
31339,National Institute of Technology (Calicut),BE,Electrical,2015
94903,Indian Institute of Science Education and Research (IISER),BE,Civil,2014
94903,Loyola College,M.Tech,Comp Sci,1984
94903,Indian Institute of Science Education and Research (IISER),BE,Electrical,2005
94903,Miranda House,B.A,Sociology,1995
87796,Aligarh Muslim University (AMU),M.Tech,Mechanical,1990
87796,National Institute of Technology (Trichy),B.Pharm,Medicine,2018
87796,Loyola College,B.Pharm,Medicine,2017
87796,Hansraj College,B.Tech,Mechanical,2014
87796,National Law University (NLU),B.Tech,Mechanical,1999
84988,Indian Institute of Technology (Roorkee),M.Tech,Manu,1985
84988,Aligarh Muslim University (AMU),B.Pharm,Medicine,1984
55121,Tata Institute of Social Sciences (TISS),M.Tech,Comp Sci,2019
55121,Indian Institutes of Technology (IITs),Ph.D,History,2009
37363,Indian Institutes of Management (IIMs),B.A,History,1988
37363,Indian Institute of Foreign Trade (IIFT),B.Pharm,Medicine,2016
37363,Indian Institute of Foreign Trade (IIFT),B.Tech,Comp Sci,1991
37363,National Institute of Fashion Technology (NIFT),B.Pharm,Medicine,2012
37467,All India Institute of Medical Sciences (AIIMS),B.Tech,Manu,1999
37467,Jawaharlal Nehru University (JNU),B.Tech,Mechanical,2012
37467,Indian Institute of Management (Indore),B.A,Sociology,2022
37467,National Law School of India University (NLSIU),B.Pharm,Medicine,1994
37467,Indian Institutes of Technology (IITs),B.A,English,1984
25498,Miranda House,BE,Mechanical,2006
25498,Miranda House,Ph.D,Electrical,2014
25498,Tata Institute of Social Sciences (TISS),M.Tech,Civil,1991
30234,Indian Institute of Technology (Madras),B.Pharm,Medicine,2000
30234,National Institute of Technology (Surathkal),B.A,Sociology,1988
30234,Indian Institute of Technology (Madras),B.A,Sociology,2018
30234,Indian Institute of Technology (Kanpur),M.Tech,Comp Sci,2012
94278,Indian Institute of Technology (Guwahati),B.A,English,2021
94278,National Institute of Technology (Surathkal),B.A,Psychology,1990
94278,Indian Institute of Technology (Guwahati),Ph.D,Medicine,1985
71019,National Institute of Technology (Trichy),B.Pharm,Medicine,2001
71019,Banaras Hindu University (BHU),B.Pharm,Medicine,2019
71019,Indian Institute of Technology (Banaras Hindu University),M.Tech,Manu,1986
93249,Jawaharlal Nehru University (JNU),B.Pharm,Medicine,2021
93249,Miranda House,BE,Manu,2012
93249,National Institute of Technology (Trichy),Ph.D,Sociology,1989
5147,Hansraj College,B.Tech,Manu,2012
35263,Indian Institute of Technology (Guwahati),B.A,History,2020
35263,Indian Institute of Technology (Delhi),Ph.D,English,1984
35263,Indian Institute of Technology (Delhi),B.Pharm,Medicine,1980
35263,Manipal Academy of Higher Education,BE,Electrical,2019
85066,Indian School of Business (ISB),B.Pharm,Medicine,1993
85066,Miranda House,Ph.D,Medicine,1995
85066,Indian Institutes of Management (IIMs),B.Pharm,Medicine,1991
85066,Tata Institute of Social Sciences (TISS),B.Tech,Manu,2015
85066,Indian Institutes of Technology (IITs),M.Tech,Manu,2022
13398,Birla Institute of Technology and Science (BITS Pilani),B.Tech,Electrical,2000
13398,Indian Institute of Technology (Bombay),BE,Comp Sci,2008
69627,Indian Institute of Technology (Guwahati),B.Tech,Manu,2010
69627,Presidency University,BE,Electrical,1990
69627,Christ University,B.A,History,2021
69627,Hansraj College,B.A,English,1997
26055,Miranda House,Ph.D,History,2005
16235,Indian Institute of Management (Lucknow),B.A,Psychology,2004
16235,National Institute of Fashion Technology (NIFT),Ph.D,Electrical,2000
16235,Indian Institute of Management (Kolkata),Ph.D,Psychology,2010
16235,Indian Institutes of Technology (IITs),B.A,History,2021
74191,Loyola College,B.Pharm,Medicine,1995
77254,National Institute of Technology (Trichy),B.A,Sociology,1983
77254,Xavier Labour Relations Institute (XLRI),B.Pharm,Medicine,1998
77254,Manipal Academy of Higher Education,BE,Electrical,1992
77254,Lady Shri Ram College for Women (LSR),Ph.D,Comp Sci,1981
1504,Indian Institute of Technology (Madras),B.Tech,Civil,1997
1504,Indian Institute of Technology (Bombay),Ph.D,History,1981
1504,Banaras Hindu University (BHU),BE,Manu,2017
1504,Indian Institute of Technology (Bombay),M.Tech,Manu,2014
78773,Delhi Technological University (DTU),M.Tech,Comp Sci,2006
78773,Xavier Labour Relations Institute (XLRI),B.Pharm,Medicine,1998
78773,National Institute of Technology (Jaipur),BE,Civil,1986
78773,National Institute of Technology (NITs),M.Tech,Civil,1996
78773,National Law School of India University (NLSIU),B.Tech,Mechanical,2020
85736,National Institute of Technology (Trichy),M.Tech,Manu,2005
85736,Indian Institute of Technology (Madras),Ph.D,Mechanical,1984
85736,Indian Institute of Management (Kozhikode),Ph.D,Manu,1986
85736,Indian Institute of Technology (Roorkee),BE,Mechanical,1995
85736,National Law School of India University (NLSIU),B.Tech,Manu,1985
87065,Indian Institute of Management (Lucknow),BE,Manu,2015
87065,Indian Institute of Management (Kolkata),M.Tech,Manu,2019
8744,Hansraj College,M.Tech,Electrical,1991
8744,Indian Institute of Technology (Bombay),B.Pharm,Medicine,1994
8744,National Institute of Technology (Jaipur),B.Tech,Electrical,2009
8744,National Law University (NLU),Ph.D,History,2020
8744,Banaras Hindu University (BHU),BE,Comp Sci,1993
78306,Indian Institute of Technology (Kanpur),Ph.D,Electrical,2019
78306,National Institute of Design (NID),B.A,History,1991
94536,Aligarh Muslim University (AMU),M.Tech,Manu,1983
94536,Indian Institute of Technology (Bombay),B.Tech,Mechanical,1996
94536,National Institute of Technology (Calicut),B.A,Sociology,1982
94536,Birla Institute of Technology and Science (BITS Pilani),M.Tech,Civil,1994
13513,Indian Institute of Technology (Madras),B.Pharm,Medicine,1988
13513,Indian Institute of Management (Indore),M.Tech,Manu,1998
13513,Indian Institute of Management (Ahmedabad),Ph.D,Comp Sci,2003
13513,Indian Institute of Management (Lucknow),B.Tech,Electrical,2016
20680,Lady Shri Ram College for Women (LSR),BE,Civil,2008
20680,Indian Institute of Management (Indore),M.Tech,Manu,1985
95243,Indian Institute of Technology (Madras),BE,Mechanical,1989
4182,Indian Institute of Technology (Roorkee),M.Tech,Manu,2001
87361,Indian Institutes of Management (IIMs),B.Tech,Electrical,2011
87361,Symbiosis International University,B.A,English,2002
30920,Manipal Academy of Higher Education,BE,Comp Sci,2001
30920,Loyola College,Ph.D,English,1986
30920,Indian Institute of Technology (Roorkee),Ph.D,Sociology,1987
30920,National Law School of India University (NLSIU),B.Pharm,Medicine,1998
30920,Birla Institute of Technology and Science (BITS Pilani),B.Pharm,Medicine,2017
51704,Indian Statistical Institute (ISI),B.Tech,Electrical,2021
51704,Birla Institute of Technology and Science (BITS Pilani),M.Tech,Electrical,1987
82289,St. Stephen's College,B.Tech,Manu,2000
5575,St. Stephen's College,BE,Manu,1994
5575,Manipal Academy of Higher Education,BE,Manu,2014
5575,National Institute of Technology (Calicut),B.A,English,2002
47548,Indian Institute of Management (Indore),B.Pharm,Medicine,1993
47548,Christ University,B.A,Psychology,2015
80749,Symbiosis International University,M.Tech,Comp Sci,1998
80749,Indian Institute of Technology (Banaras Hindu University),B.Pharm,Medicine,2006
90372,Loyola College,B.A,Sociology,1982
90372,All India Institute of Medical Sciences (AIIMS),Ph.D,Manu,2016
98010,Indian Institute of Science Education and Research (IISER),B.Tech,Manu,2022
98010,Indian Institute of Technology (Delhi),Ph.D,Comp Sci,2006
98010,National Institute of Technology (Warangal),B.Pharm,Medicine,1997
98010,Indian Institute of Technology (Madras),Ph.D,Civil,2014
91232,National Institute of Design (NID),B.A,History,1989
91232,Manipal Academy of Higher Education,B.A,English,2002
91232,Indian Institute of Foreign Trade (IIFT),B.Pharm,Medicine,2010
91232,Indian Institute of Technology (Kanpur),Ph.D,Manu,2012
4696,Loyola College,M.Tech,Electrical,2000
4696,Jawaharlal Nehru University (JNU),M.Tech,Manu,2012
4696,National Institute of Technology (Calicut),B.Pharm,Medicine,1999
4696,National Institute of Technology (Warangal),Ph.D,Medicine,1991
10557,National Law University (NLU),B.A,Psychology,1995
10557,Indian Institute of Technology (Roorkee),M.Tech,Mechanical,2009
10557,Indian Institute of Management (Ahmedabad),B.A,English,1992
10557,National Institute of Technology (Warangal),B.Tech,Mechanical,2004
10557,Indian Institute of Technology (Guwahati),B.A,History,2003
76947,Indian Statistical Institute (ISI),B.Pharm,Medicine,1999
21337,Aligarh Muslim University (AMU),B.Tech,Comp Sci,1997
63050,Lady Shri Ram College for Women (LSR),B.Pharm,Medicine,2004
30501,Indian Institute of Management (Indore),B.Pharm,Medicine,2000
56409,Indian Institute of Management (Kozhikode),B.A,Psychology,2011
56409,National Institute of Technology (Trichy),B.Pharm,Medicine,2017
56409,Manipal Academy of Higher Education,B.Pharm,Medicine,1984
90739,Xavier Labour Relations Institute (XLRI),M.Tech,Civil,2013
49225,Xavier Labour Relations Institute (XLRI),B.A,History,1983
49225,Indian Institute of Science (IISc),B.A,Sociology,1989
49225,Christ University,B.Tech,Electrical,1981
25763,Indian Institute of Technology (Bhubaneswar),B.Pharm,Medicine,2022
25763,National Institute of Fashion Technology (NIFT),B.A,English,2017
11288,Indian Institute of Management (Ahmedabad),M.Tech,Civil,2014
11288,Miranda House,B.Pharm,Medicine,1993
72406,National Institute of Technology (Warangal),B.A,Sociology,2018
72406,Indian Institute of Science Education and Research (IISER),B.Tech,Civil,2017
72406,Indian Institute of Management (Kozhikode),B.Pharm,Medicine,1981
72406,Presidency University,B.A,English,1983
72406,Indian Institute of Management (Ahmedabad),B.Pharm,Medicine,1985
76588,Xavier Labour Relations Institute (XLRI),BE,Manu,1983
76588,National Institute of Technology (Trichy),Ph.D,English,2009
76588,Loyola College,B.Pharm,Medicine,1993
76588,Indian School of Business (ISB),B.Tech,Comp Sci,2005
30899,All India Institute of Medical Sciences (AIIMS),B.A,English,1990
30899,National Institute of Technology (Trichy),M.Tech,Comp Sci,2009
95209,Loyola College,BE,Electrical,2007
78804,All India Institute of Medical Sciences (AIIMS),M.Tech,Electrical,1999
99572,Christ University,Ph.D,Sociology,1984
99572,Hansraj College,B.Pharm,Medicine,2001
99572,Indian Institute of Science (IISc),BE,Civil,1994
99572,Indian Institute of Technology (Kanpur),Ph.D,Electrical,1987
99572,National Institute of Fashion Technology (NIFT),Ph.D,Comp Sci,2013
81433,National Institute of Technology (NITs),B.A,History,1981
81433,Indian Statistical Institute (ISI),B.A,English,2009
81433,National Law University (NLU),M.Tech,Comp Sci,1989
9853,Indian Institute of Technology (Madras),B.Tech,Mechanical,2004
9853,Symbiosis International University,B.Pharm,Medicine,2000
9853,Indian Institutes of Management (IIMs),B.Tech,Comp Sci,2018
28530,Indian Institute of Technology (Bhubaneswar),BE,Manu,2000
65493,Indian Statistical Institute (ISI),M.Tech,Civil,1987
84702,Indian Institute of Management (Kozhikode),B.A,History,2016
84702,National Law School of India University (NLSIU),B.Pharm,Medicine,2013
84702,National Institute of Technology (Trichy),B.A,English,2000
84702,Indian Institute of Science Education and Research (IISER),Ph.D,Psychology,2010
60007,Loyola College,BE,Mechanical,1987
60007,National Institute of Technology (Trichy),B.Pharm,Medicine,1982
60007,Indian Institute of Management (Kolkata),Ph.D,Manu,1980
60007,Indian Institute of Science Education and Research (IISER),B.Pharm,Medicine,1991
60007,Indian Institute of Foreign Trade (IIFT),B.A,English,1985
19913,Tata Institute of Social Sciences (TISS),B.Pharm,Medicine,1989
19913,National Institute of Technology (Jaipur),Ph.D,Psychology,2009
8542,Loyola College,Ph.D,Medicine,1981
8542,Symbiosis International University,BE,Electrical,1998
8542,Indian Institute of Science (IISc),M.Tech,Comp Sci,1983
8542,Birla Institute of Technology and Science (BITS Pilani),BE,Mechanical,1992
16673,National Institute of Technology (Surathkal),B.A,English,1991
16673,Indian Institute of Technology (Madras),M.Tech,Comp Sci,1980
16673,National Institute of Technology (Surathkal),B.A,History,1993
83892,Christ University,B.Pharm,Medicine,1986
83892,Indian Institute of Technology (Guwahati),Ph.D,English,1999
83892,Jawaharlal Nehru University (JNU),BE,Manu,1997
83892,Indian Institute of Management (Kozhikode),Ph.D,Psychology,2004
92207,Delhi Technological University (DTU),B.Pharm,Medicine,1999
94901,National Institute of Fashion Technology (NIFT),Ph.D,Mechanical,2016
94901,Tata Institute of Social Sciences (TISS),BE,Manu,1996
94901,Indian Institute of Technology (Banaras Hindu University),B.Tech,Civil,1994
63446,Indian Institute of Technology (Madras),B.Tech,Civil,2003
63446,National Institute of Technology (Trichy),B.A,History,2016
63446,Indian Institutes of Management (IIMs),Ph.D,Sociology,2001
63446,Delhi Technological University (DTU),BE,Civil,2005
63446,Indian Statistical Institute (ISI),BE,Manu,2004
60928,Indian Institute of Technology (Roorkee),M.Tech,Civil,1980
60928,All India Institute of Medical Sciences (AIIMS),BE,Mechanical,1990
60928,Loyola College,BE,Civil,2014
60928,Loyola College,B.A,English,2003
60928,Indian Institute of Technology (Bhubaneswar),B.Pharm,Medicine,1987
49785,National Law School of India University (NLSIU),B.A,Sociology,1982
49785,St. Stephen's College,B.Pharm,Medicine,1981
49785,Indian Institute of Foreign Trade (IIFT),Ph.D,Electrical,1997
12220,Aligarh Muslim University (AMU),B.A,History,2002
12220,Indian Institute of Management (Kozhikode),M.Tech,Comp Sci,2009
95784,Indian Institutes of Technology (IITs),B.Pharm,Medicine,1983
95784,Hansraj College,M.Tech,Manu,2011
95784,Tata Institute of Social Sciences (TISS),BE,Mechanical,2006
95784,Presidency University,B.A,Sociology,2010
42104,Indian Institute of Management (Kozhikode),B.A,History,2015
42104,Indian Institute of Science (IISc),B.Tech,Civil,1996
42104,Indian Institute of Management (Indore),Ph.D,Sociology,2020
42104,Indian Institute of Management (Kolkata),B.Tech,Manu,2004
1205,National Institute of Technology (NITs),Ph.D,English,2015
1205,Indian Institute of Management (Kozhikode),Ph.D,Medicine,2009
1550,National Institute of Design (NID),Ph.D,Manu,1991
1550,National Institute of Technology (Jaipur),Ph.D,Comp Sci,2016
7734,Loyola College,B.Pharm,Medicine,1984
7734,Indian Statistical Institute (ISI),B.Pharm,Medicine,2019
85351,Indian Statistical Institute (ISI),B.Tech,Mechanical,2005
85351,National Institute of Technology (Trichy),B.A,Sociology,1994
85351,Indian Statistical Institute (ISI),B.Tech,Electrical,1996
60227,Indian Institute of Management (Kolkata),B.Pharm,Medicine,1981
4711,Miranda House,Ph.D,History,2009
63684,National Institute of Technology (Trichy),B.A,English,2020
63684,Indian Institute of Technology (Roorkee),B.Pharm,Medicine,1983
63684,Indian Institute of Technology (Delhi),M.Tech,Electrical,2021
94535,Indian Institute of Management (Lucknow),M.Tech,Mechanical,1989
94535,Xavier Labour Relations Institute (XLRI),B.Pharm,Medicine,1997
94535,St. Stephen's College,B.Tech,Manu,1993
94535,National Law School of India University (NLSIU),Ph.D,Medicine,2000
94535,Indian Institute of Management (Kolkata),Ph.D,Comp Sci,2001
45446,Indian Institutes of Technology (IITs),B.A,History,2000
89135,Indian Institute of Technology (Roorkee),Ph.D,History,1992
89135,Symbiosis International University,B.A,Sociology,1985
89135,National Law University (NLU),BE,Electrical,1998
89135,Manipal Academy of Higher Education,B.Tech,Mechanical,2012
75695,Indian Institute of Management (Kolkata),BE,Comp Sci,2006
36769,Xavier Labour Relations Institute (XLRI),B.A,English,1992
69543,All India Institute of Medical Sciences (AIIMS),B.Tech,Electrical,2001
69543,National Institute of Technology (Surathkal),BE,Mechanical,2004
69543,Indian Institute of Technology (Madras),M.Tech,Manu,1983
69543,Aligarh Muslim University (AMU),B.A,Sociology,2021
390,Indian Institute of Technology (Madras),BE,Mechanical,2019
390,Aligarh Muslim University (AMU),Ph.D,Civil,2003
390,Indian Institute of Technology (Delhi),B.Tech,Mechanical,2022
390,National Law University (NLU),B.A,History,2010
41734,Aligarh Muslim University (AMU),M.Tech,Electrical,2005
41734,Symbiosis International University,B.Pharm,Medicine,2017
41734,Indian Institute of Management (Kolkata),B.Pharm,Medicine,1987
41734,Indian Institute of Management (Ahmedabad),B.Tech,Manu,1980
25840,Indian Institute of Management (Indore),BE,Manu,2000
25840,National Law School of India University (NLSIU),Ph.D,Comp Sci,2008
25840,Indian Institute of Technology (Roorkee),B.Tech,Electrical,1986
41484,Indian Institute of Science (IISc),Ph.D,Mechanical,2018
94447,Indian Institute of Technology (Roorkee),Ph.D,Mechanical,2009
94447,National Institute of Technology (Calicut),M.Tech,Civil,2005
71859,Birla Institute of Technology and Science (BITS Pilani),M.Tech,Mechanical,1992
71859,Delhi Technological University (DTU),M.Tech,Manu,2005
62861,Indian Institute of Technology (Bhubaneswar),B.Tech,Comp Sci,1982
8424,National Institute of Fashion Technology (NIFT),Ph.D,Mechanical,1995
8424,Indian Institutes of Technology (IITs),Ph.D,Sociology,2007
8424,National Law University (NLU),BE,Civil,2005
8424,National Institute of Technology (Warangal),B.Tech,Mechanical,1980
8424,Indian Institute of Technology (Delhi),M.Tech,Civil,2018
87179,Manipal Academy of Higher Education,BE,Electrical,2021
87179,Birla Institute of Technology and Science (BITS Pilani),B.Tech,Comp Sci,2006
87179,National Institute of Fashion Technology (NIFT),B.Pharm,Medicine,1998
87179,Indian Institute of Technology (Bhubaneswar),M.Tech,Electrical,2000
37019,Presidency University,M.Tech,Comp Sci,1984
37019,Tata Institute of Social Sciences (TISS),B.Pharm,Medicine,2009
37019,Indian School of Business (ISB),B.A,Psychology,2017
37019,Indian Institutes of Technology (IITs),Ph.D,Mechanical,2014
32096,National Institute of Technology (Warangal),B.Pharm,Medicine,1985
32096,Indian Institute of Technology (Bombay),BE,Mechanical,2006
76532,Hansraj College,Ph.D,Civil,2018
76532,National Institute of Technology (Calicut),Ph.D,Psychology,2012
76532,Indian Institute of Management (Ahmedabad),B.A,Psychology,2020
76532,St. Stephen's College,BE,Manu,2005
76532,Indian Institutes of Technology (IITs),B.Pharm,Medicine,1982
44402,National Institute of Technology (Jaipur),BE,Comp Sci,2002
44402,National Institute of Technology (Warangal),B.A,Sociology,2006
55335,Indian School of Business (ISB),M.Tech,Civil,1998
37895,Manipal Academy of Higher Education,B.Pharm,Medicine,2000
28291,All India Institute of Medical Sciences (AIIMS),B.A,Psychology,1996
28291,Indian Institute of Management (Indore),BE,Comp Sci,1981
83083,National Institute of Technology (Warangal),BE,Manu,1981
83083,National Institute of Technology (NITs),BE,Mechanical,1985
55436,Banaras Hindu University (BHU),B.A,Sociology,1986
55436,National Institute of Technology (NITs),B.A,English,2005
55436,St. Stephen's College,B.Pharm,Medicine,1985
99593,National Institute of Technology (Surathkal),B.Pharm,Medicine,1983
99593,National Institute of Technology (Surathkal),Ph.D,English,2016
99593,Indian Institute of Technology (Kanpur),B.Pharm,Medicine,2005
36399,Indian Institute of Technology (Delhi),BE,Comp Sci,2010
36399,Tata Institute of Social Sciences (TISS),BE,Mechanical,2002
36399,Indian Institutes of Technology (IITs),B.A,English,2014
