JS_ID,Year,Proficiency,Domain
28530,2000,Public Speaking,Communication
65493,1987,Programming,Computer Science
65493,1987,Graphic Design,Design
65493,1987,Creative Writing,Literature
65493,1987,Web Development,Computer Science
84702,2016,Problem Solving,Mathematics
84702,2016,Graphic Design,Design
84702,2016,Project Management,Business
84702,2016,Programming,Computer Science
84702,2013,Digital Marketing,Business
84702,2000,Creative Writing,Literature
84702,2010,Programming,Computer Science
84702,2010,Creative Writing,Literature
84702,2010,Web Development,Computer Science
60007,1987,Data Analysis,Statistics
60007,1987,Problem Solving,Mathematics
60007,1982,Graphic Design,Design
60007,1980,Marketing,Business
60007,1980,Problem Solving,Mathematics
60007,1980,Project Management,Business
60007,1980,Digital Marketing,Business
60007,1980,Programming,Computer Science
60007,1991,Graphic Design,Design
60007,1991,Programming,Computer Science
60007,1985,Programming,Computer Science
19913,1989,Digital Marketing,Business
19913,2009,Data Analysis,Statistics
19913,2009,Graphic Design,Design
8542,1981,Project Management,Business
8542,1998,Marketing,Business
8542,1998,Programming,Computer Science
8542,1983,Graphic Design,Design
8542,1983,Marketing,Business
8542,1983,Creative Writing,Literature
8542,1992,Problem Solving,Mathematics
8542,1992,Digital Marketing,Business
16673,1991,Graphic Design,Design
16673,1991,Public Speaking,Communication
16673,1991,Web Development,Computer Science
16673,1980,Graphic Design,Design
16673,1993,Data Analysis,Statistics
16673,1993,Marketing,Business
16673,1993,Creative Writing,Literature
16673,1993,Web Development,Computer Science
16673,1993,Digital Marketing,Business
83892,1986,Web Development,Computer Science
83892,1999,Data Analysis,Statistics
83892,1999,Public Speaking,Communication
83892,1999,Creative Writing,Literature
83892,1997,Graphic Design,Design
83892,2004,Data Analysis,Statistics
92207,1999,Creative Writing,Literature
94901,2016,Graphic Design,Design
94901,2016,Creative Writing,Literature
94901,2016,Programming,Computer Science
94901,1996,Data Analysis,Statistics
94901,1996,Marketing,Business
94901,1996,Problem Solving,Mathematics
94901,1996,Digital Marketing,Business
94901,1996,Public Speaking,Communication
94901,1994,Graphic Design,Design
94901,1994,Marketing,Business
94901,1994,Public Speaking,Communication
94901,1994,Creative Writing,Literature
63446,2003,Graphic Design,Design
63446,2003,Project Management,Business
63446,2003,Web Development,Computer Science
63446,2016,Data Analysis,Statistics
63446,2016,Marketing,Business
63446,2016,Project Management,Business
63446,2001,Marketing,Business
63446,2001,Web Development,Computer Science
63446,2005,Graphic Design,Design
63446,2005,Web Development,Computer Science
63446,2005,Programming,Computer Science
63446,2004,Programming,Computer Science
60928,1980,Problem Solving,Mathematics
60928,1980,Digital Marketing,Business
60928,1980,Programming,Computer Science
60928,1990,Public Speaking,Communication
60928,2014,Data Analysis,Statistics
60928,2003,Data Analysis,Statistics
60928,2003,Problem Solving,Mathematics
60928,2003,Digital Marketing,Business
60928,1987,Digital Marketing,Business
60928,1987,Graphic Design,Design
60928,1987,Problem Solving,Mathematics
60928,1987,Creative Writing,Literature
49785,1982,Digital Marketing,Business
49785,1981,Digital Marketing,Business
49785,1981,Marketing,Business
49785,1981,Public Speaking,Communication
49785,1981,Creative Writing,Literature
49785,1997,Marketing,Business
49785,1997,Creative Writing,Literature
49785,1997,Problem Solving,Mathematics
49785,1997,Web Development,Computer Science
49785,1997,Digital Marketing,Business
12220,2002,Web Development,Computer Science
12220,2002,Project Management,Business
12220,2002,Programming,Computer Science
12220,2009,Data Analysis,Statistics
12220,2009,Marketing,Business
12220,2009,Programming,Computer Science
95784,1983,Problem Solving,Mathematics
95784,1983,Graphic Design,Design
95784,2011,Data Analysis,Statistics
95784,2011,Web Development,Computer Science
95784,2006,Data Analysis,Statistics
95784,2006,Marketing,Business
95784,2006,Project Management,Business
95784,2006,Public Speaking,Communication
95784,2010,Data Analysis,Statistics
95784,2010,Digital Marketing,Business
42104,2015,Web Development,Computer Science
42104,1996,Marketing,Business
42104,1996,Public Speaking,Communication
42104,2020,Digital Marketing,Business
42104,2020,Project Management,Business
42104,2020,Programming,Computer Science
42104,2004,Digital Marketing,Business
42104,2004,Marketing,Business
42104,2004,Project Management,Business
42104,2004,Web Development,Computer Science
1205,2015,Problem Solving,Mathematics
1205,2009,Digital Marketing,Business
1205,2009,Project Management,Business
1205,2009,Public Speaking,Communication
1205,2009,Web Development,Computer Science
1550,1991,Web Development,Computer Science
1550,1991,Public Speaking,Communication
1550,1991,Programming,Computer Science
1550,2016,Data Analysis,Statistics
1550,2016,Creative Writing,Literature
1550,2016,Web Development,Computer Science
7734,1984,Digital Marketing,Business
7734,1984,Graphic Design,Design
7734,1984,Marketing,Business
7734,2019,Project Management,Business
7734,2019,Programming,Computer Science
85351,2005,Data Analysis,Statistics
85351,2005,Marketing,Business
85351,2005,Creative Writing,Literature
85351,1994,Data Analysis,Statistics
85351,1994,Marketing,Business
85351,1994,Project Management,Business
85351,1994,Programming,Computer Science
85351,1996,Programming,Computer Science
60227,1981,Digital Marketing,Business
4711,2009,Digital Marketing,Business
4711,2009,Marketing,Business
4711,2009,Creative Writing,Literature
63684,2020,Marketing,Business
63684,2020,Project Management,Business
63684,2020,Public Speaking,Communication
63684,1983,Graphic Design,Design
63684,1983,Project Management,Business
63684,1983,Web Development,Computer Science
63684,2021,Data Analysis,Statistics
63684,2021,Project Management,Business
63684,2021,Programming,Computer Science
94535,1989,Problem Solving,Mathematics
94535,1989,Digital Marketing,Business
94535,1989,Graphic Design,Design
94535,1989,Web Development,Computer Science
94535,1997,Data Analysis,Statistics
94535,1997,Problem Solving,Mathematics
94535,1997,Web Development,Computer Science
94535,1997,Public Speaking,Communication
94535,1997,Programming,Computer Science
94535,1993,Problem Solving,Mathematics
94535,1993,Graphic Design,Design
94535,1993,Web Development,Computer Science
94535,2000,Marketing,Business
94535,2000,Public Speaking,Communication
94535,2001,Graphic Design,Design
45446,2000,Marketing,Business
45446,2000,Project Management,Business
45446,2000,Digital Marketing,Business
45446,2000,Public Speaking,Communication
45446,2000,Programming,Computer Science
89135,1992,Data Analysis,Statistics
89135,1992,Graphic Design,Design
89135,1985,Data Analysis,Statistics
89135,1985,Programming,Computer Science
89135,1998,Data Analysis,Statistics
89135,2012,Digital Marketing,Business
89135,2012,Creative Writing,Literature
75695,2006,Data Analysis,Statistics
75695,2006,Graphic Design,Design
36769,1992,Data Analysis,Statistics
36769,1992,Public Speaking,Communication
36769,1992,Programming,Computer Science
69543,2001,Graphic Design,Design
69543,2001,Creative Writing,Literature
69543,2001,Web Development,Computer Science
69543,2004,Graphic Design,Design
69543,2004,Web Development,Computer Science
69543,2004,Programming,Computer Science
69543,1983,Digital Marketing,Business
69543,1983,Marketing,Business
69543,1983,Programming,Computer Science
69543,2021,Project Management,Business
69543,2021,Creative Writing,Literature
390,2019,Marketing,Business
390,2019,Public Speaking,Communication
390,2019,Creative Writing,Literature
390,2003,Problem Solving,Mathematics
390,2022,Marketing,Business
390,2022,Web Development,Computer Science
390,2010,Digital Marketing,Business
390,2010,Marketing,Business
390,2010,Project Management,Business
41734,2005,Programming,Computer Science
41734,2005,Graphic Design,Design
41734,2005,Creative Writing,Literature
41734,2005,Web Development,Computer Science
41734,2017,Project Management,Business
41734,2017,Public Speaking,Communication
41734,1987,Digital Marketing,Business
41734,1987,Web Development,Computer Science
41734,1987,Creative Writing,Literature
41734,1987,Programming,Computer Science
41734,1980,Data Analysis,Statistics
41734,1980,Graphic Design,Design
25840,2000,Problem Solving,Mathematics
25840,2008,Data Analysis,Statistics
25840,2008,Problem Solving,Mathematics
25840,1986,Graphic Design,Design
25840,1986,Project Management,Business
41484,2018,Digital Marketing,Business
41484,2018,Marketing,Business
41484,2018,Public Speaking,Communication
94447,2009,Problem Solving,Mathematics
94447,2009,Marketing,Business
94447,2009,Web Development,Computer Science
94447,2005,Problem Solving,Mathematics
94447,2005,Project Management,Business
94447,2005,Web Development,Computer Science
71859,1992,Digital Marketing,Business
71859,1992,Public Speaking,Communication
71859,2005,Problem Solving,Mathematics
71859,2005,Digital Marketing,Business
71859,2005,Creative Writing,Literature
71859,2005,Programming,Computer Science
62861,1982,Graphic Design,Design
62861,1982,Marketing,Business
62861,1982,Project Management,Business
62861,1982,Public Speaking,Communication
8424,1995,Digital Marketing,Business
8424,1995,Marketing,Business
8424,1995,Web Development,Computer Science
8424,2007,Digital Marketing,Business
8424,2007,Public Speaking,Communication
8424,2007,Programming,Computer Science
8424,2005,Graphic Design,Design
8424,2005,Problem Solving,Mathematics
8424,2005,Web Development,Computer Science
8424,2005,Digital Marketing,Business
8424,2005,Public Speaking,Communication
8424,1980,Problem Solving,Mathematics
8424,1980,Project Management,Business
8424,1980,Public Speaking,Communication
8424,1980,Creative Writing,Literature
8424,2018,Project Management,Business
87179,2021,Problem Solving,Mathematics
87179,2021,Project Management,Business
87179,2006,Data Analysis,Statistics
87179,2006,Marketing,Business
87179,2006,Programming,Computer Science
87179,1998,Problem Solving,Mathematics
87179,1998,Digital Marketing,Business
87179,1998,Marketing,Business
87179,1998,Graphic Design,Design
87179,2000,Problem Solving,Mathematics
37019,1984,Problem Solving,Mathematics
37019,1984,Marketing,Business
37019,1984,Project Management,Business
37019,2009,Project Management,Business
37019,2009,Public Speaking,Communication
37019,2009,Programming,Computer Science
37019,2017,Problem Solving,Mathematics
37019,2017,Digital Marketing,Business
37019,2017,Creative Writing,Literature
37019,2014,Project Management,Business
32096,1985,Digital Marketing,Business
32096,2006,Public Speaking,Communication
32096,2006,Creative Writing,Literature
32096,2006,Web Development,Computer Science
76532,2018,Problem Solving,Mathematics
76532,2018,Digital Marketing,Business
76532,2018,Creative Writing,Literature
76532,2012,Problem Solving,Mathematics
76532,2012,Digital Marketing,Business
76532,2012,Creative Writing,Literature
76532,2020,Problem Solving,Mathematics
76532,2020,Marketing,Business
76532,2020,Public Speaking,Communication
76532,2020,Creative Writing,Literature
76532,2005,Digital Marketing,Business
76532,2005,Graphic Design,Design
76532,2005,Public Speaking,Communication
76532,1982,Data Analysis,Statistics
76532,1982,Digital Marketing,Business
76532,1982,Programming,Computer Science
44402,2002,Digital Marketing,Business
44402,2002,Marketing,Business
44402,2002,Creative Writing,Literature
44402,2002,Programming,Computer Science
44402,2006,Public Speaking,Communication
44402,2006,Creative Writing,Literature
55335,1998,Graphic Design,Design
55335,1998,Project Management,Business
37895,2000,Marketing,Business
37895,2000,Project Management,Business
37895,2000,Public Speaking,Communication
37895,2000,Web Development,Computer Science
28291,1996,Digital Marketing,Business
28291,1996,Marketing,Business
28291,1996,Creative Writing,Literature
28291,1996,Web Development,Computer Science
28291,1981,Data Analysis,Statistics
28291,1981,Digital Marketing,Business
28291,1981,Project Management,Business
28291,1981,Public Speaking,Communication
83083,1981,Programming,Computer Science
83083,1985,Problem Solving,Mathematics
55436,1986,Marketing,Business
55436,1986,Creative Writing,Literature
55436,2005,Marketing,Business
55436,2005,Public Speaking,Communication
55436,1985,Data Analysis,Statistics
55436,1985,Graphic Design,Design
55436,1985,Marketing,Business
55436,1985,Public Speaking,Communication
99593,1983,Web Development,Computer Science
99593,2016,Data Analysis,Statistics
99593,2016,Marketing,Business
99593,2016,Programming,Computer Science
99593,2005,Web Development,Computer Science
36399,2010,Digital Marketing,Business
36399,2010,Project Management,Business
36399,2002,Data Analysis,Statistics
36399,2014,Marketing,Business
36399,2014,Project Management,Business
36399,2014,Public Speaking,Communication
36399,1988,Data Analysis,Statistics
36399,1988,Problem Solving,Mathematics
36399,2015,Data Analysis,Statistics
36399,2015,Digital Marketing,Business
36399,2015,Graphic Design,Design
65677,2014,Project Management,Business
65677,1982,Problem Solving,Mathematics
65677,2001,Marketing,Business
65677,2008,Problem Solving,Mathematics
65677,2008,Project Management,Business
65677,2008,Creative Writing,Literature
65677,1993,Web Development,Computer Science
65677,1993,Marketing,Business
65677,1993,Programming,Computer Science
38845,2011,Data Analysis,Statistics
38845,2011,Web Development,Computer Science
38845,2011,Programming,Computer Science
38845,2010,Problem Solving,Mathematics
38845,2010,Digital Marketing,Business
38845,2010,Project Management,Business
38845,2010,Creative Writing,Literature
38845,1984,Digital Marketing,Business
38845,1984,Creative Writing,Literature
38845,2022,Project Management,Business
38845,2009,Problem Solving,Mathematics
38845,2009,Project Management,Business
16757,1994,Data Analysis,Statistics
16757,1994,Marketing,Business
16757,1994,Creative Writing,Literature
16757,1994,Project Management,Business
16757,1994,Programming,Computer Science
16757,2005,Project Management,Business
16757,2005,Public Speaking,Communication
16757,1998,Web Development,Computer Science
67731,2009,Graphic Design,Design
67731,2009,Data Analysis,Statistics
67731,2009,Marketing,Business
67731,2009,Problem Solving,Mathematics
67731,2009,Programming,Computer Science
67731,1992,Digital Marketing,Business
67731,1992,Creative Writing,Literature
67731,2000,Digital Marketing,Business
67731,1999,Data Analysis,Statistics
67731,1999,Web Development,Computer Science
51318,1997,Project Management,Business
51318,1997,Creative Writing,Literature
51318,1997,Programming,Computer Science
51318,1986,Graphic Design,Design
60734,2016,Data Analysis,Statistics
60734,2016,Digital Marketing,Business
60734,2016,Marketing,Business
60734,2016,Creative Writing,Literature
60734,1985,Problem Solving,Mathematics
60734,1985,Public Speaking,Communication
60734,2010,Creative Writing,Literature
60734,2012,Data Analysis,Statistics
3628,1986,Marketing,Business
3628,1989,Graphic Design,Design
3628,1989,Project Management,Business
3628,1989,Public Speaking,Communication
55518,1995,Digital Marketing,Business
55518,1995,Creative Writing,Literature
55518,1997,Problem Solving,Mathematics
55518,1997,Graphic Design,Design
55518,1997,Public Speaking,Communication
55518,2013,Project Management,Business
55518,2013,Web Development,Computer Science
55518,2017,Problem Solving,Mathematics
55518,2017,Marketing,Business
55518,2017,Creative Writing,Literature
55518,2017,Programming,Computer Science
4212,2016,Graphic Design,Design
4212,2016,Creative Writing,Literature
4212,2016,Digital Marketing,Business
4212,2016,Public Speaking,Communication
4212,2016,Programming,Computer Science
4212,2022,Problem Solving,Mathematics
4212,2022,Creative Writing,Literature
4212,2022,Programming,Computer Science
2491,1997,Project Management,Business
2491,1997,Programming,Computer Science
2491,2022,Graphic Design,Design
2491,2022,Data Analysis,Statistics
2491,2022,Creative Writing,Literature
2491,2022,Digital Marketing,Business
2491,2022,Public Speaking,Communication
2491,2017,Programming,Computer Science
2491,2017,Graphic Design,Design
2491,2017,Web Development,Computer Science
2491,2008,Data Analysis,Statistics
2491,2008,Digital Marketing,Business
2491,2008,Public Speaking,Communication
2491,2008,Creative Writing,Literature
7929,1982,Data Analysis,Statistics
7929,1982,Problem Solving,Mathematics
7929,1982,Marketing,Business
7929,2020,Project Management,Business
7929,2020,Creative Writing,Literature
7929,2020,Programming,Computer Science
7929,2004,Public Speaking,Communication
7929,1990,Data Analysis,Statistics
45500,2016,Graphic Design,Design
45500,2016,Marketing,Business
45500,2016,Creative Writing,Literature
45500,2016,Public Speaking,Communication
45500,2016,Programming,Computer Science
45500,1980,Graphic Design,Design
45500,1980,Digital Marketing,Business
45500,1980,Creative Writing,Literature
45500,1980,Programming,Computer Science
45500,2004,Digital Marketing,Business
45500,1985,Digital Marketing,Business
45500,1985,Graphic Design,Design
45500,1985,Creative Writing,Literature
56994,2018,Data Analysis,Statistics
56994,2018,Digital Marketing,Business
56994,2018,Web Development,Computer Science
56994,2000,Problem Solving,Mathematics
56994,2000,Project Management,Business
56994,2000,Creative Writing,Literature
42810,1992,Problem Solving,Mathematics
42810,2018,Data Analysis,Statistics
42810,2018,Marketing,Business
42810,2018,Public Speaking,Communication
42810,2015,Data Analysis,Statistics
42810,2015,Marketing,Business
42810,1985,Marketing,Business
42810,1996,Graphic Design,Design
42810,1996,Data Analysis,Statistics
42810,1996,Marketing,Business
42810,1996,Project Management,Business
42810,1996,Digital Marketing,Business
4870,1994,Digital Marketing,Business
4870,1994,Marketing,Business
4870,1990,Data Analysis,Statistics
4870,1990,Graphic Design,Design
4870,2004,Digital Marketing,Business
4870,2004,Public Speaking,Communication
4870,2004,Creative Writing,Literature
4870,1991,Data Analysis,Statistics
4870,1991,Problem Solving,Mathematics
4870,1991,Programming,Computer Science
4870,1991,Web Development,Computer Science
61534,1984,Creative Writing,Literature
61534,1986,Programming,Computer Science
61534,2005,Digital Marketing,Business
61534,2005,Creative Writing,Literature
61534,2009,Public Speaking,Communication
61534,2009,Creative Writing,Literature
26408,1985,Marketing,Business
26408,1985,Problem Solving,Mathematics
26408,1985,Web Development,Computer Science
26408,1985,Digital Marketing,Business
26408,1985,Programming,Computer Science
76656,2016,Project Management,Business
76656,2016,Public Speaking,Communication
76656,2017,Project Management,Business
76656,2017,Creative Writing,Literature
76656,2017,Programming,Computer Science
66822,2013,Problem Solving,Mathematics
66822,2013,Digital Marketing,Business
66822,2013,Project Management,Business
66822,2013,Public Speaking,Communication
66822,1985,Project Management,Business
66822,1985,Creative Writing,Literature
66822,1985,Programming,Computer Science
66822,1994,Public Speaking,Communication
66822,1994,Creative Writing,Literature
66822,2009,Digital Marketing,Business
66822,2009,Graphic Design,Design
66822,2009,Programming,Computer Science
66822,2018,Marketing,Business
66822,2018,Project Management,Business
66822,2018,Public Speaking,Communication
66822,2018,Creative Writing,Literature
80898,2007,Data Analysis,Statistics
80898,2007,Creative Writing,Literature
80898,2007,Problem Solving,Mathematics
80898,2007,Web Development,Computer Science
80898,2007,Digital Marketing,Business
33865,2006,Graphic Design,Design
33865,2006,Marketing,Business
33865,2006,Problem Solving,Mathematics
33865,2006,Project Management,Business
33865,2006,Web Development,Computer Science
33865,1984,Marketing,Business
33865,1984,Creative Writing,Literature
33865,1984,Problem Solving,Mathematics
33865,1984,Web Development,Computer Science
33865,1984,Programming,Computer Science
43904,2013,Web Development,Computer Science
43904,2013,Marketing,Business
43904,2013,Programming,Computer Science
43904,1992,Data Analysis,Statistics
43904,1992,Marketing,Business
43904,1992,Creative Writing,Literature
43904,1992,Problem Solving,Mathematics
43904,1992,Project Management,Business
43904,1995,Marketing,Business
65128,2016,Marketing,Business
65128,2016,Project Management,Business
65128,2016,Web Development,Computer Science
65128,2016,Digital Marketing,Business
65128,2016,Public Speaking,Communication
65128,2022,Problem Solving,Mathematics
65128,2022,Marketing,Business
65128,2022,Web Development,Computer Science
50636,2005,Data Analysis,Statistics
50636,2005,Problem Solving,Mathematics
50636,2005,Marketing,Business
50636,2005,Public Speaking,Communication
50636,2000,Digital Marketing,Business
50636,2000,Project Management,Business
50636,2000,Public Speaking,Communication
50636,2001,Data Analysis,Statistics
50636,2001,Graphic Design,Design
50636,2001,Marketing,Business
97893,1998,Data Analysis,Statistics
97893,1998,Digital Marketing,Business
97893,1998,Creative Writing,Literature
97893,2019,Public Speaking,Communication
97893,2007,Digital Marketing,Business
97893,2007,Graphic Design,Design
97893,2007,Problem Solving,Mathematics
97724,2006,Data Analysis,Statistics
97724,2006,Digital Marketing,Business
97724,2006,Public Speaking,Communication
42037,1982,Data Analysis,Statistics
42037,1982,Marketing,Business
42037,1982,Public Speaking,Communication
42037,1995,Data Analysis,Statistics
42037,1995,Digital Marketing,Business
42037,1995,Marketing,Business
42037,1995,Web Development,Computer Science
42037,1990,Problem Solving,Mathematics
42037,1990,Digital Marketing,Business
42037,1990,Creative Writing,Literature
42037,2012,Public Speaking,Communication
42037,2012,Web Development,Computer Science
5492,1984,Graphic Design,Design
5492,1984,Public Speaking,Communication
5492,1984,Programming,Computer Science
5492,1981,Digital Marketing,Business
5492,1981,Public Speaking,Communication
5492,2002,Creative Writing,Literature
5492,2016,Graphic Design,Design
5492,2016,Data Analysis,Statistics
5492,2016,Project Management,Business
5492,2016,Public Speaking,Communication
5492,2016,Programming,Computer Science
5492,1986,Problem Solving,Mathematics
91563,2021,Problem Solving,Mathematics
91563,2021,Graphic Design,Design
75821,1981,Data Analysis,Statistics
75821,1981,Graphic Design,Design
75821,1981,Public Speaking,Communication
75821,1981,Programming,Computer Science
75821,2010,Public Speaking,Communication
75821,2010,Creative Writing,Literature
75821,2010,Web Development,Computer Science
13837,2008,Data Analysis,Statistics
13837,2008,Digital Marketing,Business
13837,2008,Public Speaking,Communication
13837,2008,Creative Writing,Literature
13837,1983,Public Speaking,Communication
13837,1987,Problem Solving,Mathematics
13837,2007,Graphic Design,Design
61515,1996,Graphic Design,Design
61515,1996,Project Management,Business
61515,1996,Web Development,Computer Science
61515,2011,Graphic Design,Design
61515,2011,Digital Marketing,Business
61515,2011,Project Management,Business
61515,2011,Public Speaking,Communication
18865,2012,Data Analysis,Statistics
18865,2012,Public Speaking,Communication
18865,2012,Creative Writing,Literature
18865,2012,Web Development,Computer Science
18865,2009,Digital Marketing,Business
18865,2009,Marketing,Business
18865,2009,Web Development,Computer Science
94882,1984,Problem Solving,Mathematics
94882,1984,Project Management,Business
94882,1984,Web Development,Computer Science
94882,1998,Problem Solving,Mathematics
94882,1998,Programming,Computer Science
81750,1984,Data Analysis,Statistics
81750,1984,Marketing,Business
81750,2000,Project Management,Business
81750,2000,Public Speaking,Communication
33825,2022,Data Analysis,Statistics
33825,2022,Problem Solving,Mathematics
33825,2022,Digital Marketing,Business
33825,2022,Creative Writing,Literature
68444,2003,Marketing,Business
68444,1987,Marketing,Business
49706,2012,Graphic Design,Design
49706,2012,Public Speaking,Communication
49706,2012,Web Development,Computer Science
49706,2020,Data Analysis,Statistics
49706,2020,Marketing,Business
49706,2020,Creative Writing,Literature
49706,2020,Project Management,Business
49706,2020,Digital Marketing,Business
87576,2012,Project Management,Business
87576,1982,Problem Solving,Mathematics
87576,1982,Marketing,Business
87576,1982,Web Development,Computer Science
87576,2004,Data Analysis,Statistics
87576,2004,Marketing,Business
87576,2004,Creative Writing,Literature
87576,2004,Project Management,Business
87576,2004,Programming,Computer Science
87576,1995,Web Development,Computer Science
87576,2016,Graphic Design,Design
87576,2016,Public Speaking,Communication
87576,2016,Creative Writing,Literature
83648,1983,Digital Marketing,Business
83648,1983,Programming,Computer Science
83648,2009,Problem Solving,Mathematics
83648,2009,Project Management,Business
83648,2011,Creative Writing,Literature
51958,2013,Marketing,Business
51958,2013,Project Management,Business
51958,2013,Programming,Computer Science
51958,1985,Digital Marketing,Business
51958,1981,Web Development,Computer Science
51958,2019,Marketing,Business
51958,2019,Project Management,Business
51958,2019,Web Development,Computer Science
51958,2009,Digital Marketing,Business
79192,1982,Programming,Computer Science
79192,1982,Graphic Design,Design
79192,1982,Project Management,Business
79192,1982,Web Development,Computer Science
79192,2002,Data Analysis,Statistics
79192,2002,Digital Marketing,Business
79192,2002,Web Development,Computer Science
79192,2002,Programming,Computer Science
79192,1994,Problem Solving,Mathematics
79192,1994,Marketing,Business
79192,1994,Web Development,Computer Science
73079,1997,Marketing,Business
73079,1997,Public Speaking,Communication
73079,2001,Data Analysis,Statistics
73079,2001,Problem Solving,Mathematics
73079,2001,Graphic Design,Design
73079,2001,Public Speaking,Communication
73079,1981,Data Analysis,Statistics
73079,1981,Project Management,Business
73079,1981,Public Speaking,Communication
73079,1981,Creative Writing,Literature
73079,1984,Data Analysis,Statistics
73079,1984,Graphic Design,Design
73079,1984,Project Management,Business
73079,1984,Programming,Computer Science
73079,2013,Marketing,Business
73079,2013,Creative Writing,Literature
73079,2013,Problem Solving,Mathematics
73079,2013,Web Development,Computer Science
73079,2013,Programming,Computer Science
88456,2020,Problem Solving,Mathematics
88456,2020,Marketing,Business
88456,1998,Digital Marketing,Business
88456,1998,Project Management,Business
88456,1998,Programming,Computer Science
88456,2000,Problem Solving,Mathematics
88456,2000,Public Speaking,Communication
88456,1986,Data Analysis,Statistics
88456,1986,Problem Solving,Mathematics
88456,1986,Creative Writing,Literature
88456,1986,Programming,Computer Science
15745,2017,Data Analysis,Statistics
15745,2017,Marketing,Business
15745,2017,Project Management,Business
15745,1997,Public Speaking,Communication
15745,2003,Data Analysis,Statistics
15745,2003,Problem Solving,Mathematics
15745,2016,Data Analysis,Statistics
15745,2016,Marketing,Business
15745,1991,Public Speaking,Communication
56048,1982,Problem Solving,Mathematics
56048,1982,Graphic Design,Design
56048,1982,Marketing,Business
56048,1982,Digital Marketing,Business
56048,1984,Programming,Computer Science
56048,1984,Marketing,Business
56048,1984,Web Development,Computer Science
56048,2003,Graphic Design,Design
56048,2003,Digital Marketing,Business
56048,2003,Creative Writing,Literature
56048,2003,Programming,Computer Science
56048,2001,Digital Marketing,Business
56048,2001,Project Management,Business
27833,2021,Data Analysis,Statistics
27833,2021,Marketing,Business
27833,2021,Creative Writing,Literature
84366,2008,Graphic Design,Design
84366,2008,Marketing,Business
84366,2008,Public Speaking,Communication
84366,1990,Project Management,Business
84366,1990,Programming,Computer Science
84366,2000,Data Analysis,Statistics
84366,2000,Web Development,Computer Science
84366,2000,Creative Writing,Literature
84366,2000,Programming,Computer Science
84366,2022,Graphic Design,Design
40701,1996,Digital Marketing,Business
40701,1996,Creative Writing,Literature
95452,1989,Data Analysis,Statistics
19042,2009,Problem Solving,Mathematics
19042,2009,Public Speaking,Communication
19042,2009,Creative Writing,Literature
19042,2011,Creative Writing,Literature
19042,2018,Digital Marketing,Business
19042,2018,Public Speaking,Communication
19042,2018,Creative Writing,Literature
19042,2018,Programming,Computer Science
19042,1997,Problem Solving,Mathematics
19042,1997,Programming,Computer Science
74263,1985,Programming,Computer Science
74263,2007,Digital Marketing,Business
74263,2012,Graphic Design,Design
74263,2012,Data Analysis,Statistics
74263,2012,Marketing,Business
74263,2012,Creative Writing,Literature
74263,2012,Programming,Computer Science
77620,1983,Graphic Design,Design
77620,1983,Data Analysis,Statistics
77620,1983,Creative Writing,Literature
77620,1983,Web Development,Computer Science
77620,1983,Digital Marketing,Business
93457,1982,Public Speaking,Communication
93457,1982,Creative Writing,Literature
93457,1982,Programming,Computer Science
93457,2011,Graphic Design,Design
93457,2011,Creative Writing,Literature
93457,2011,Problem Solving,Mathematics
93457,2011,Digital Marketing,Business
93457,2011,Programming,Computer Science
93457,2021,Programming,Computer Science
93457,2021,Graphic Design,Design
93457,2021,Web Development,Computer Science
93457,2022,Graphic Design,Design
93457,2022,Marketing,Business
93457,2022,Public Speaking,Communication
93457,2022,Web Development,Computer Science
93457,1988,Problem Solving,Mathematics
93457,1988,Marketing,Business
93457,1988,Public Speaking,Communication
93457,1988,Programming,Computer Science
1830,1986,Project Management,Business
1830,2013,Web Development,Computer Science
1830,1996,Data Analysis,Statistics
1830,1996,Graphic Design,Design
1830,1996,Creative Writing,Literature
1830,2011,Problem Solving,Mathematics
1830,1983,Data Analysis,Statistics
1830,1983,Marketing,Business
1830,1983,Public Speaking,Communication
60792,1989,Creative Writing,Literature
60792,2021,Web Development,Computer Science
60792,2014,Project Management,Business
60792,1998,Marketing,Business
60792,1998,Programming,Computer Science
60792,2019,Graphic Design,Design
60792,2019,Digital Marketing,Business
60792,2019,Project Management,Business
60792,2019,Creative Writing,Literature
65357,1981,Graphic Design,Design
65357,1981,Creative Writing,Literature
65357,2008,Project Management,Business
65357,2008,Creative Writing,Literature
65357,2008,Web Development,Computer Science
65357,1999,Problem Solving,Mathematics
65357,1999,Programming,Computer Science
44075,1990,Creative Writing,Literature
44075,2015,Programming,Computer Science
44075,2015,Graphic Design,Design
44075,2015,Digital Marketing,Business
44075,2015,Web Development,Computer Science
64700,2003,Problem Solving,Mathematics
64700,2003,Graphic Design,Design
3558,2009,Problem Solving,Mathematics
3558,2009,Graphic Design,Design
3558,2009,Marketing,Business
3558,2009,Public Speaking,Communication
26886,2005,Programming,Computer Science
26886,2005,Digital Marketing,Business
26886,2005,Web Development,Computer Science
26886,1998,Digital Marketing,Business
26886,1998,Marketing,Business
26886,1998,Project Management,Business
26886,1998,Creative Writing,Literature
1744,2017,Marketing,Business
96140,2022,Graphic Design,Design
96140,2022,Data Analysis,Statistics
96140,2022,Creative Writing,Literature
96140,2022,Project Management,Business
96140,2022,Programming,Computer Science
96140,2002,Problem Solving,Mathematics
96140,2002,Digital Marketing,Business
96140,2002,Creative Writing,Literature
